"","customer_no","invoice_no","amount","shipper_no","shipper_date","confirm_exception","confirm_response","confirm_pct"
"39686","c00219","i39605",435,"s44322",2021-06-22,0,"Confirmed, Balance OK",1
"39744","c00788","i39713",120,"s37515",2021-05-27,0,"Confirmed, Balance OK",1
"39864","c00890","i39866",76,"s39029",2021-06-02,1,"Customer cannot pay",0.775071369598154
"40011","c00153","i40007",272,"s37770",2021-05-28,0,"Confirmed, Balance OK",1
"40076","c00713","i40184",432,"s38538",2021-05-31,0,"Confirmed, Balance OK",1
"40093","c00289","i40084",384,"s38804",2021-06-01,0,"Confirmed, Balance OK",1
"40094","c00055","i40085",162,"s38805",2021-06-01,0,"Confirmed, Balance OK",1
"40137","c00037","i40080",40,"s39565",2021-06-04,0,"Confirmed, Balance OK",1
"40167","c00404","i40134",72,"s40309",2021-06-07,0,"Confirmed, Balance OK",1
"40202","c00004","i40174",144,"s41865",2021-06-13,0,"Confirmed, Balance OK",1
"40205","c00522","i40100",36,"s42116",2021-06-14,0,"Confirmed, Balance OK",1
"40218","c00598","i40074",108,"s42979",2021-06-17,0,"Confirmed, Balance OK",1
"40239","c00021","i40246",360,"s46000",2021-06-28,1,"No Response",0.804822900355794
"40330","c00097","i40283",96,"s38567",2021-05-31,0,"Confirmed, Balance OK",1
"40364","c00430","i40272",180,"s39062",2021-06-02,0,"Confirmed, Balance OK",1
"40379","c00734","i40264",38,"s39337",2021-06-03,0,"Confirmed, Balance OK",1
"40380","c00666","i40319",36,"s39338",2021-06-03,0,"Confirmed, Balance OK",1
"40405","c01000","i40440",156,"s39815",2021-06-05,0,"Confirmed, Balance OK",1
"40536","c00904","i40568",66,"s38340",2021-05-30,0,"Confirmed, Balance OK",1
"40537","c00049","i40528",100,"s38341",2021-05-30,0,"Confirmed, Balance OK",1
"40609","c00467","i40600",544,"s39354",2021-06-03,0,"Confirmed, Balance OK",1
"40619","c00223","i40585",76,"s39588",2021-06-04,1,"No Response",0.856807216501329
"40635","c00890","i40569",124,"s39831",2021-06-05,0,"Confirmed, Balance OK",1
"40711","c00777","i40586",0,"s42425",2021-06-15,0,"Confirmed, Balance OK",1
"40718","c00239","i40696",0,"s42985",2021-06-17,0,"Confirmed, Balance OK",1
"40723","c00522","i40553",0,"s43557",2021-06-19,0,"Confirmed, Balance OK",1
"40759","c00513","i40850",112,"s38350",2021-05-30,0,"Confirmed, Balance OK",1
"40782","c00463","i40765",78,"s38613",2021-05-31,0,"Confirmed, Balance OK",1
"40798","c00536","i40841",208,"s38856",2021-06-01,1,"Customer will not pay shipping",0.73714045629371
"40833","c00698","i41002",288,"s39368",2021-06-03,0,"Confirmed, Balance OK",1
"40933","c00448","i40897",186,"s41327",2021-06-11,0,"Confirmed, Balance OK",1
"40955","c00997","i40950",0,"s42139",2021-06-14,0,"Confirmed, Balance OK",1
"40986","c00077","i40791",76,"s44334",2021-06-22,0,"Confirmed, Balance OK",1
"41047","c00193","i41189",360,"s38873",2021-06-01,0,"Confirmed, Balance OK",1
"41049","c00669","i41251",204,"s38875",2021-06-01,0,"Confirmed, Balance OK",1
"41050","c00292","i41253",114,"s38876",2021-06-01,0,"Confirmed, Balance OK",1
"41114","c00812","i41023",0,"s39863",2021-06-05,1,"Customer rejects charge",0.693601876972243
"41134","c00364","i41208",84,"s40123",2021-06-06,0,"Confirmed, Balance OK",1
"41161","c00047","i41173",0,"s40612",2021-06-08,0,"Confirmed, Balance OK",1
"41252","c00681","i41168",84,"s43813",2021-06-20,0,"Confirmed, Balance OK",1
"41253","c00102","i41101",444,"s43814",2021-06-20,0,"Confirmed, Balance OK",1
"41328","c00317","i41515",129,"s39145",2021-06-02,1,"No Response",0.732190413502976
"41364","c00300","i41470",76,"s39644",2021-06-04,0,"Confirmed, Balance OK",1
"41384","c00374","i41496",0,"s39883",2021-06-05,0,"Confirmed, Balance OK",1
"41402","c00636","i41461",84,"s40141",2021-06-06,0,"Confirmed, Balance OK",1
"41415","c00374","i41490",104,"s40365",2021-06-07,0,"Confirmed, Balance OK",1
"41527","c00047","i41358",0,"s43002",2021-06-17,0,"Confirmed, Balance OK",1
"41543","c00435","i41562",60,"s44641",2021-06-23,0,"Confirmed, Balance OK",1
"41609","c00400","i41718",70,"s39426",2021-06-03,0,"Confirmed, Balance OK",1
"41610","c00806","i41666",93,"s39427",2021-06-03,0,"Confirmed, Balance OK",1
"41627","c00827","i41827",0,"s39661",2021-06-04,0,"Confirmed, Balance OK",1
"41628","c00973","i41647",56,"s39662",2021-06-04,0,"Confirmed, Balance OK",1
"41629","c00128","i41852",120,"s39663",2021-06-04,1,"Customer cannot pay",0.792247690800577
"41650","c00939","i41697",234,"s39904",2021-06-05,0,"Confirmed, Balance OK",1
"41651","c00384","i41711",0,"s39905",2021-06-05,0,"Confirmed, Balance OK",1
"41689","c00579","i41844",44,"s40385",2021-06-07,0,"Confirmed, Balance OK",1
"41690","c00039","i41639",104,"s40386",2021-06-07,0,"Confirmed, Balance OK",1
"41704","c00265","i41641",272,"s40636",2021-06-08,0,"Confirmed, Balance OK",1
"41718","c00619","i41637",310,"s40868",2021-06-09,0,"Confirmed, Balance OK",1
"41769","c00611","i41803",256,"s41907",2021-06-13,0,"Confirmed, Balance OK",1
"41770","c00969","i41817",296,"s41908",2021-06-13,0,"Confirmed, Balance OK",1
"41781","c00826","i41733",270,"s42172",2021-06-14,0,"Confirmed, Balance OK",1
"41787","c00889","i41765",26,"s42459",2021-06-15,0,"Confirmed, Balance OK",1
"41796","c00640","i41775",333,"s42737",2021-06-16,0,"Confirmed, Balance OK",1
"41867","c00953","i41986",138,"s39441",2021-06-03,1,"Customer rejects charge",0.619551183558069
"41927","c00559","i42087",112,"s40177",2021-06-06,0,"Confirmed, Balance OK",1
"41966","c00173","i42116",56,"s40655",2021-06-08,0,"Confirmed, Balance OK",1
"42027","c00208","i41984",690,"s41661",2021-06-12,0,"Confirmed, Balance OK",1
"42037","c00263","i41917",270,"s41918",2021-06-13,1,"Customer claims fraction of the amount charged",0.522641583920922
"42071","c00966","i42078",150,"s43568",2021-06-19,0,"Confirmed, Balance OK",1
"42094","c00938","i42084",288,"s45184",2021-06-25,0,"Confirmed, Balance OK",1
"42103","c00174","i41931",108,"s46288",2021-06-29,0,"Confirmed, Balance OK",1
"42131","c00377","i42369",0,"s39697",2021-06-04,0,"Confirmed, Balance OK",1
"42163","c00049","i42348",168,"s39958",2021-06-05,0,"Confirmed, Balance OK",1
"42164","c00523","i42300",336,"s39959",2021-06-05,0,"Confirmed, Balance OK",1
"42329","c00623","i42293",112,"s43309",2021-06-18,0,"Confirmed, Balance OK",1
"42336","c00885","i42284",144,"s43575",2021-06-19,0,"Confirmed, Balance OK",1
"42531","c00808","i42426",69,"s41682",2021-06-12,0,"Confirmed, Balance OK",1
"42567","c00416","i42404",129,"s42488",2021-06-15,0,"Confirmed, Balance OK",1
"42568","c00785","i42602",54,"s42489",2021-06-15,0,"Confirmed, Balance OK",1
"42580","c00065","i42587",480,"s42768",2021-06-16,0,"Confirmed, Balance OK",1
"42599","c00846","i42600",272,"s43319",2021-06-18,0,"Confirmed, Balance OK",1
"42616","c00947","i42595",60,"s44079",2021-06-21,1,"Customer will not pay shipping",0.621707737438846
"42637","c00778","i42534",216,"s45499",2021-06-26,1,"Customer rejects charge",0.942538963286206
"42676","c00181","i42731",0,"s40221",2021-06-06,0,"Confirmed, Balance OK",1
"42695","c00925","i42753",222,"s40475",2021-06-07,0,"Confirmed, Balance OK",1
"42742","c00887","i42750",348,"s40940",2021-06-09,1,"Customer will not pay shipping",0.884168387213722
"42782","c00934","i42931",216,"s41693",2021-06-12,0,"Confirmed, Balance OK",1
"42783","c00201","i42871",138,"s41694",2021-06-12,1,"Customer rejects charge",0.978030827629846
"42784","c00151","i42860",48,"s41695",2021-06-12,0,"Confirmed, Balance OK",1
"42876","c00229","i42807",0,"s44377",2021-06-22,0,"Confirmed, Balance OK",1
"42973","c00773","i43208",84,"s40732",2021-06-08,0,"Confirmed, Balance OK",1
"42974","c00942","i42995",99,"s40733",2021-06-08,0,"Confirmed, Balance OK",1
"43037","c00209","i42959",186,"s41446",2021-06-11,0,"Confirmed, Balance OK",1
"43104","c00427","i43090",84,"s42795",2021-06-16,1,"Customer cannot pay",0.726530695399269
"43114","c00471","i43118",480,"s43046",2021-06-17,1,"Customer rejects charge",0.954112520334311
"43126","c00022","i43181",60,"s43337",2021-06-18,0,"Confirmed, Balance OK",1
"43144","c00998","i43154",680,"s43843",2021-06-20,0,"Confirmed, Balance OK",1
"43200","c00644","i43088",114,"s48797",2021-07-08,0,"Confirmed, Balance OK",1
"43240","c00647","i43323",99,"s40979",2021-06-09,0,"Confirmed, Balance OK",1
"43288","c00516","i43374",234,"s41469",2021-06-11,0,"Confirmed, Balance OK",1
"43359","c00499","i43390",56,"s42523",2021-06-15,0,"Confirmed, Balance OK",1
"43360","c00227","i43261",129,"s42524",2021-06-15,0,"Confirmed, Balance OK",1
"43376","c00876","i43404",258,"s42811",2021-06-16,0,"Confirmed, Balance OK",1
"43424","c00263","i43455",360,"s43855",2021-06-20,0,"Confirmed, Balance OK",1
"43454","c00250","i43320",0,"s45510",2021-06-26,0,"Confirmed, Balance OK",1
"43585","c00855","i43571",76,"s41749",2021-06-12,1,"Customer claims fraction of the amount charged",0.686471053808928
"43621","c00929","i43605",435,"s42274",2021-06-14,0,"Confirmed, Balance OK",1
"43664","c00225","i43597",0,"s43075",2021-06-17,0,"Confirmed, Balance OK",1
"43718","c00565","i43596",192,"s45221",2021-06-25,0,"Confirmed, Balance OK",1
"43725","c00244","i43679",306,"s45517",2021-06-26,0,"Confirmed, Balance OK",1
"43726","c00559","i43516",96,"s45518",2021-06-26,0,"Confirmed, Balance OK",1
"43789","c00511","i43749",0,"s60021",2021-08-18,0,"Confirmed, Balance OK",1
"43870","c00500","i43899",58,"s42017",2021-06-13,1,"Customer cannot pay",0.721812382275239
"43937","c00005","i43898",216,"s43090",2021-06-17,0,"Confirmed, Balance OK",1
"43960","c00031","i43915",156,"s43875",2021-06-20,0,"Confirmed, Balance OK",1
"43969","c00119","i43855",372,"s44112",2021-06-21,0,"Confirmed, Balance OK",1
"44053","c00802","i43921",33,"s47408",2021-07-03,0,"Confirmed, Balance OK",1
"44190","c00578","i44070",0,"s43100",2021-06-17,0,"Confirmed, Balance OK",1
"44216","c00911","i44282",210,"s43632",2021-06-19,0,"Confirmed, Balance OK",1
"44236","c00445","i44137",62,"s44415",2021-06-22,0,"Confirmed, Balance OK",1
"44253","c00384","i44148",243,"s44964",2021-06-24,0,"Confirmed, Balance OK",1
"44321","c00607","i44091",0,"s62481",2021-08-27,0,"Confirmed, Balance OK",1
"44377","c00233","i44415",180,"s42328",2021-06-14,0,"Confirmed, Balance OK",1
"44418","c00454","i44400",200,"s42870",2021-06-16,0,"Confirmed, Balance OK",1
"44492","c00211","i44375",0,"s43893",2021-06-20,0,"Confirmed, Balance OK",1
"44554","c00111","i44405",396,"s46048",2021-06-28,0,"Confirmed, Balance OK",1
"44579","c00223","i44346",50,"s47953",2021-07-05,1,"Customer claims to have returned the goods",0.583690174818039
"44583","c00059","i44329",360,"s49086",2021-07-09,0,"Confirmed, Balance OK",1
"44592","c00394","i44498",128,"s51561",2021-07-18,0,"Confirmed, Balance OK",1
"44643","c00419","i44853",58,"s42357",2021-06-14,0,"Confirmed, Balance OK",1
"44687","c00983","i44670",96,"s42891",2021-06-16,0,"Confirmed, Balance OK",1
"44734","c00358","i44783",264,"s43424",2021-06-18,0,"Confirmed, Balance OK",1
"44735","c00134","i44742",198,"s43425",2021-06-18,0,"Confirmed, Balance OK",1
"44760","c00737","i44629",246,"s43912",2021-06-20,0,"Confirmed, Balance OK",1
"44820","c00289","i44760",210,"s45251",2021-06-25,0,"Confirmed, Balance OK",1
"44846","c00833","i44710",25,"s46321",2021-06-29,0,"Confirmed, Balance OK",1
"44943","c00691","i45072",256,"s42907",2021-06-16,0,"Confirmed, Balance OK",1
"44977","c00420","i44946",93,"s43434",2021-06-18,0,"Confirmed, Balance OK",1
"44978","c00867","i45014",105,"s43435",2021-06-18,0,"Confirmed, Balance OK",1
"45064","c00362","i44913",0,"s45000",2021-06-24,0,"Confirmed, Balance OK",1
"45075","c00248","i45155",0,"s45262",2021-06-25,0,"Confirmed, Balance OK",1
"45083","c00237","i45003",112,"s45552",2021-06-26,0,"Confirmed, Balance OK",1
"45129","c00848","i44987",405,"s47960",2021-07-05,0,"Confirmed, Balance OK",1
"45136","c00810","i45037",58,"s48534",2021-07-07,1,"Customer will not pay shipping",0.900275362264365
"45137","c00238","i45030",49,"s48535",2021-07-07,0,"Confirmed, Balance OK",1
"45145","c00383","i45035",104,"s49865",2021-07-12,1,"Customer rejects charge",0.858348776111379
"45156","c00323","i45001",252,"s52382",2021-07-21,0,"Confirmed, Balance OK",1
"45237","c00571","i45357",68,"s43194",2021-06-17,0,"Confirmed, Balance OK",1
"45296","c00169","i45291",116,"s43945",2021-06-20,0,"Confirmed, Balance OK",1
"45421","c00641","i45210",222,"s51834",2021-07-19,0,"Confirmed, Balance OK",1
"45447","c00811","i45437",84,"s42952",2021-06-16,0,"Confirmed, Balance OK",1
"45467","c00540","i45667",186,"s43213",2021-06-17,0,"Confirmed, Balance OK",1
"45493","c00031","i45626",56,"s43484",2021-06-18,0,"Confirmed, Balance OK",1
"45494","c00364","i45500",174,"s43485",2021-06-18,0,"Confirmed, Balance OK",1
"45518","c00763","i45452",348,"s43719",2021-06-19,1,"Customer will not pay shipping",0.75047044865787
"45519","c00102","i45670",32,"s43720",2021-06-19,0,"Confirmed, Balance OK",1
"45547","c00927","i45459",228,"s44184",2021-06-21,0,"Confirmed, Balance OK",1
"45581","c00650","i45534",72,"s44745",2021-06-23,0,"Confirmed, Balance OK",1
"45582","c00354","i45675",125,"s44746",2021-06-23,0,"Confirmed, Balance OK",1
"45609","c00490","i45543",256,"s45565",2021-06-26,0,"Confirmed, Balance OK",1
"45634","c00368","i45653",324,"s46604",2021-06-30,0,"Confirmed, Balance OK",1
"45738","c00097","i45793",384,"s43514",2021-06-18,0,"Confirmed, Balance OK",1
"45739","c00196","i45809",0,"s43515",2021-06-18,0,"Confirmed, Balance OK",1
"45789","c00128","i45728",162,"s44201",2021-06-21,0,"Confirmed, Balance OK",1
"45790","c00361","i45730",90,"s44202",2021-06-21,0,"Confirmed, Balance OK",1
"45846","c00178","i45808",62,"s45294",2021-06-25,1,"Customer will not pay shipping",0.757426984738559
"45868","c00346","i45737",340,"s46336",2021-06-29,0,"Confirmed, Balance OK",1
"45874","c00422","i45771",432,"s46610",2021-06-30,0,"Confirmed, Balance OK",1
"45881","c00697","i45800",70,"s47181",2021-07-02,0,"Confirmed, Balance OK",1
"45958","c00455","i45958",176,"s43761",2021-06-19,1,"No Response",0.604013388170861
"45959","c00898","i46068",124,"s43762",2021-06-19,0,"Confirmed, Balance OK",1
"45977","c00072","i45934",280,"s43986",2021-06-20,0,"Confirmed, Balance OK",1
"45994","c00695","i46081",140,"s44218",2021-06-21,0,"Confirmed, Balance OK",1
"45995","c00189","i45965",0,"s44219",2021-06-21,0,"Confirmed, Balance OK",1
"46014","c00438","i46101",333,"s44523",2021-06-22,0,"Confirmed, Balance OK",1
"46050","c00334","i46177",150,"s45043",2021-06-24,0,"Confirmed, Balance OK",1
"46070","c00454","i46080",20,"s45314",2021-06-25,1,"Customer will not pay shipping",0.815757120614871
"46071","c00500","i46182",246,"s45315",2021-06-25,0,"Confirmed, Balance OK",1
"46072","c00547","i46129",104,"s45316",2021-06-25,1,"Customer claims fraction of the amount charged",0.963322217355017
"46109","c00403","i46005",81,"s46097",2021-06-28,1,"Customer cannot pay",0.502362984865904
"46121","c00098","i46083",136,"s46348",2021-06-29,0,"Confirmed, Balance OK",1
"46122","c00047","i45987",162,"s46349",2021-06-29,0,"Confirmed, Balance OK",1
"46139","c00501","i46113",70,"s47189",2021-07-02,0,"Confirmed, Balance OK",1
"46188","c00470","i45954",116,"s55681",2021-08-02,0,"Confirmed, Balance OK",1
"46230","c00929","i46286",369,"s44013",2021-06-20,0,"Confirmed, Balance OK",1
"46257","c00958","i46201",360,"s44246",2021-06-21,0,"Confirmed, Balance OK",1
"46327","c00593","i46231",240,"s45338",2021-06-25,0,"Confirmed, Balance OK",1
"46410","c00826","i46225",232,"s47980",2021-07-05,0,"Confirmed, Balance OK",1
"46437","c00169","i46437",28,"s51277",2021-07-17,0,"Confirmed, Balance OK",1
"46438","c00704","i46263",180,"s51278",2021-07-17,0,"Confirmed, Balance OK",1
"46439","c00084","i46265",192,"s51566",2021-07-18,0,"Confirmed, Balance OK",1
"46460","c00929","i46677",148,"s44023",2021-06-20,0,"Confirmed, Balance OK",1
"46491","c00199","i46636",0,"s44277",2021-06-21,0,"Confirmed, Balance OK",1
"46509","c00454","i46490",208,"s44560",2021-06-22,0,"Confirmed, Balance OK",1
"46511","c00162","i46703",144,"s44562",2021-06-22,0,"Confirmed, Balance OK",1
"46512","c00098","i46696",104,"s44563",2021-06-22,0,"Confirmed, Balance OK",1
"46539","c00619","i46688",104,"s44821",2021-06-23,0,"Confirmed, Balance OK",1
"46576","c00024","i46618",156,"s45360",2021-06-25,0,"Confirmed, Balance OK",1
"46624","c00713","i46729",87,"s46369",2021-06-29,0,"Confirmed, Balance OK",1
"46650","c00784","i46690",234,"s46946",2021-07-01,0,"Confirmed, Balance OK",1
"46722","c00854","i46710",25,"s52119",2021-07-20,0,"Confirmed, Balance OK",1
"46731","c00552","i46714",336,"s53482",2021-07-25,0,"Confirmed, Balance OK",1
"46784","c00806","i46819",84,"s44587",2021-06-22,0,"Confirmed, Balance OK",1
"46808","c00927","i46764",0,"s44845",2021-06-23,0,"Confirmed, Balance OK",1
"46827","c00844","i46947",168,"s45091",2021-06-24,0,"Confirmed, Balance OK",1
"46846","c00345","i46769",72,"s45379",2021-06-25,0,"Confirmed, Balance OK",1
"46878","c00358","i46761",492,"s45863",2021-06-27,0,"Confirmed, Balance OK",1
"46890","c00947","i46803",384,"s46131",2021-06-28,0,"Confirmed, Balance OK",1
"46942","c00178","i46927",210,"s47712",2021-07-04,0,"Confirmed, Balance OK",1
"46974","c00907","i46788",0,"s49111",2021-07-09,0,"Confirmed, Balance OK",1
"47008","c00866","i46958",88,"s52646",2021-07-22,0,"Confirmed, Balance OK",1
"47029","c00872","i47212",90,"s44597",2021-06-22,0,"Confirmed, Balance OK",1
"47082","c00502","i47238",105,"s45114",2021-06-24,0,"Confirmed, Balance OK",1
"47107","c00497","i47039",210,"s45404",2021-06-25,0,"Confirmed, Balance OK",1
"47108","c00296","i47045",48,"s45405",2021-06-25,0,"Confirmed, Balance OK",1
"47136","c00225","i47153",174,"s45650",2021-06-26,0,"Confirmed, Balance OK",1
"47137","c00654","i47072",384,"s45651",2021-06-26,0,"Confirmed, Balance OK",1
"47254","c00033","i47203",250,"s48267",2021-07-06,0,"Confirmed, Balance OK",1
"47260","c00862","i47128",180,"s48570",2021-07-07,0,"Confirmed, Balance OK",1
"47267","c00164","i47030",49,"s48847",2021-07-08,0,"Confirmed, Balance OK",1
"47270","c00623","i47159",208,"s49114",2021-07-09,0,"Confirmed, Balance OK",1
"47290","c00476","i47189",240,"s50736",2021-07-15,0,"Confirmed, Balance OK",1
"47292","c00654","i47129",52,"s51020",2021-07-16,0,"Confirmed, Balance OK",1
"47296","c00006","i47245",240,"s51839",2021-07-19,0,"Confirmed, Balance OK",1
"47301","c00142","i47317",46,"s52129",2021-07-20,0,"Confirmed, Balance OK",1
"47312","c00887","i47020",112,"s54244",2021-07-28,0,"Confirmed, Balance OK",1
"47332","c00372","i47434",84,"s44888",2021-06-23,0,"Confirmed, Balance OK",1
"47354","c00100","i47566",192,"s45136",2021-06-24,0,"Confirmed, Balance OK",1
"47456","c00673","i47564",62,"s46412",2021-06-29,0,"Confirmed, Balance OK",1
"47457","c00231","i47321",120,"s46413",2021-06-29,0,"Confirmed, Balance OK",1
"47484","c00416","i47431",369,"s46974",2021-07-01,0,"Confirmed, Balance OK",1
"47505","c00049","i47597",162,"s47471",2021-07-03,0,"Confirmed, Balance OK",1
"47558","c00973","i47524",168,"s49125",2021-07-09,0,"Confirmed, Balance OK",1
"47577","c00678","i47586",198,"s49888",2021-07-12,0,"Confirmed, Balance OK",1
"47591","c00533","i47605",145,"s51023",2021-07-16,0,"Confirmed, Balance OK",1
"47595","c00998","i47589",198,"s51573",2021-07-18,0,"Confirmed, Balance OK",1
"47605","c00386","i47473",276,"s53723",2021-07-26,0,"Confirmed, Balance OK",1
"47665","c00987","i47800",140,"s45693",2021-06-26,0,"Confirmed, Balance OK",1
"47666","c00361","i47770",0,"s45694",2021-06-26,0,"Confirmed, Balance OK",1
"47703","c00448","i47868",114,"s46185",2021-06-28,0,"Confirmed, Balance OK",1
"47704","c00305","i47813",156,"s46186",2021-06-28,0,"Confirmed, Balance OK",1
"47740","c00874","i47766",93,"s46690",2021-06-30,0,"Confirmed, Balance OK",1
