"","ap_no","ap_date","sku","no_units_ordered","extended_cost","receiver_no","receiver_date"
"1320","ap01320",2021-09-30,"LPIQMYE",100,3500,"rec01320",2021-09-29
"1321","ap01321",2021-09-30,"JTDUJAK",100,3000,"rec01321",2021-09-29
"1322","ap01322",2021-11-10,"SMPLBAD",100,3500,"rec01322",2021-11-09
"1323","ap01323",2021-10-15,"PJRXZDR",100,3400,"rec01323",2021-10-14
"1324","ap01324",2021-10-14,"YOLKAXD",100,3500,"rec01324",2021-10-13
"1325","ap01325",2021-11-30,"TXSDEVE",100,4100,"rec01325",2021-11-29
"1326","ap01326",2021-09-28,"JUICJYE",100,3200,"rec01326",2021-09-27
"1327","ap01327",2021-09-26,"UQNSAXO",100,2800,"rec01327",2021-09-25
"1328","ap01328",2021-09-28,"TJWFTRB",100,3100,"rec01328",2021-09-27
"1329","ap01329",2021-10-02,"KNZKLAS",100,2200,"rec01329",2021-10-01
"1330","ap01330",2021-09-28,"JRTDEXE",100,2300,"rec01330",2021-09-27
"1331","ap01331",2021-09-27,"ADOSYIO",100,2600,"rec01331",2021-09-26
"1332","ap01332",2021-09-29,"MFZHIXG",100,3800,"rec01332",2021-09-28
"1333","ap01333",2021-10-21,"EGEMKAV",100,2900,"rec01333",2021-10-20
"1334","ap01334",2021-10-12,"HHXKGEL",100,2000,"rec01334",2021-10-11
"1335","ap01335",2021-09-30,"SYTORYM",100,3200,"rec01335",2021-09-29
"1336","ap01336",2021-10-12,"SQSGJKE",100,2300,"rec01336",2021-10-11
"1337","ap01337",2021-09-28,"SSTAXQI",100,3000,"rec01337",2021-09-27
"1338","ap01338",2021-10-20,"HYDZHHX",100,2800,"rec01338",2021-10-19
"1339","ap01339",2021-10-03,"ZTGZKTM",100,2100,"rec01339",2021-10-02
"1340","ap01340",2021-10-03,"TNGDHJP",100,3000,"rec01340",2021-10-02
"1341","ap01341",2021-10-17,"VXEFQOX",100,2800,"rec01341",2021-10-16
"1342","ap01342",2021-09-24,"OOYJHIP",100,2500,"rec01342",2021-09-23
"1343","ap01343",2021-09-24,"RZFLQYR",100,3500,"rec01343",2021-09-23
"1344","ap01344",2021-10-24,"LQAVXXZ",100,3400,"rec01344",2021-10-23
"1345","ap01345",2021-09-23,"YRAFUEC",100,3100,"rec01345",2021-09-22
"1346","ap01346",2021-11-08,"KSKFCXR",100,3200,"rec01346",2021-11-07
"1347","ap01347",2021-09-30,"IBQYOZP",100,2800,"rec01347",2021-09-29
"1348","ap01348",2021-09-24,"YLLZVMX",100,2700,"rec01348",2021-09-23
"1349","ap01349",2021-11-25,"DWHFYBZ",100,2800,"rec01349",2021-11-24
"1350","ap01350",2021-09-30,"AXSQMGX",100,2900,"rec01350",2021-09-29
"1351","ap01351",2021-10-09,"LEEXFLN",100,3200,"rec01351",2021-10-08
"1352","ap01352",2021-10-12,"GSMNNGV",100,2500,"rec01352",2021-10-11
"1353","ap01353",2021-09-27,"GVGHLRS",100,2800,"rec01353",2021-09-26
"1354","ap01354",2021-09-24,"OCQCTNJ",100,2300,"rec01354",2021-09-23
"1355","ap01355",2021-10-31,"ZLBJNEZ",100,2700,"rec01355",2021-10-30
"1356","ap01356",2021-09-30,"BKSMRRP",100,2600,"rec01356",2021-09-29
"1357","ap01357",2021-10-16,"JYUIKCU",100,2800,"rec01357",2021-10-15
"1358","ap01358",2021-10-09,"EAJJSGD",100,3300,"rec01358",2021-10-08
"1359","ap01359",2021-11-15,"CHELCST",100,3100,"rec01359",2021-11-14
"1360","ap01360",2021-09-30,"FOOULLS",100,2400,"rec01360",2021-09-29
"1361","ap01361",2021-09-26,"SSJFRHE",100,3700,"rec01361",2021-09-25
"1362","ap01362",2021-10-05,"SDQJMPT",100,2100,"rec01362",2021-10-04
"1363","ap01363",2021-09-30,"KFFPQHJ",100,2500,"rec01363",2021-09-29
"1364","ap01364",2021-10-10,"TVUCGJP",100,2600,"rec01364",2021-10-09
"1365","ap01365",2021-09-27,"UTUSOYO",100,4200,"rec01365",2021-09-26
"1366","ap01366",2021-10-21,"OVEWHKG",100,2000,"rec01366",2021-10-20
"1367","ap01367",2021-10-18,"LOTXRLQ",100,3100,"rec01367",2021-10-17
"1368","ap01368",2021-09-24,"UWAOAMK",100,3200,"rec01368",2021-09-23
"1369","ap01369",2021-10-01,"UHQWAYW",100,3400,"rec01369",2021-09-30
"1370","ap01370",2021-10-13,"ZIOKYJU",100,3000,"rec01370",2021-10-12
"1371","ap01371",2021-10-07,"WONXCVF",100,2800,"rec01371",2021-10-06
"1372","ap01372",2021-10-15,"OPMOTZM",100,2800,"rec01372",2021-10-14
"1373","ap01373",2021-11-25,"LDXQGDP",100,2700,"rec01373",2021-11-24
"1374","ap01374",2021-10-28,"EMLLQRV",100,3200,"rec01374",2021-10-27
"1375","ap01375",2021-10-22,"TPCVNKA",100,2500,"rec01375",2021-10-21
"1376","ap01376",2021-10-16,"GFHJOGM",100,3500,"rec01376",2021-10-15
"1377","ap01377",2021-10-15,"UBQIHGU",100,3200,"rec01377",2021-10-14
"1378","ap01378",2021-10-04,"OYFMIFZ",100,2900,"rec01378",2021-10-03
"1379","ap01379",2021-10-03,"YXIUTSP",100,2800,"rec01379",2021-10-02
"1380","ap01380",2021-11-02,"VGLMRZA",100,3900,"rec01380",2021-11-01
"1381","ap01381",2021-10-01,"YEDIVIG",100,2500,"rec01381",2021-09-30
"1382","ap01382",2021-11-02,"IMMLUJJ",100,3900,"rec01382",2021-11-01
"1383","ap01383",2021-10-22,"CHPUIXH",100,2700,"rec01383",2021-10-21
"1384","ap01384",2021-10-04,"QAAFSNA",100,3000,"rec01384",2021-10-03
"1385","ap01385",2021-10-18,"NMZJCRZ",100,4500,"rec01385",2021-10-17
"1386","ap01386",2021-09-30,"SABLEIM",100,3400,"rec01386",2021-09-29
"1387","ap01387",2021-10-07,"YKPKELC",100,2800,"rec01387",2021-10-06
"1388","ap01388",2021-11-02,"ITYQURY",100,2400,"rec01388",2021-11-01
"1389","ap01389",2021-10-14,"XMTTCDL",100,3900,"rec01389",2021-10-13
"1390","ap01390",2021-10-06,"YNTSDUO",100,2700,"rec01390",2021-10-05
"1391","ap01391",2021-10-09,"WYEDXHX",100,3100,"rec01391",2021-10-08
"1392","ap01392",2021-09-29,"NLRJMJV",100,3100,"rec01392",2021-09-28
"1393","ap01393",2021-10-16,"XSHFGHH",100,2600,"rec01393",2021-10-15
"1394","ap01394",2021-09-30,"QFCFHCP",100,3200,"rec01394",2021-09-29
"1395","ap01395",2021-10-08,"YMVYEVF",100,2400,"rec01395",2021-10-07
"1396","ap01396",2021-10-04,"COYQQTQ",100,3300,"rec01396",2021-10-03
"1397","ap01397",2021-11-02,"FNOXIGU",100,3100,"rec01397",2021-11-01
"1398","ap01398",2021-09-30,"CGYEJHC",100,4500,"rec01398",2021-09-29
"1399","ap01399",2021-10-01,"GQPUWVY",100,2400,"rec01399",2021-09-30
"1400","ap01400",2021-10-09,"RAROIEH",100,3200,"rec01400",2021-10-08
"1401","ap01401",2021-10-06,"MTZODDC",100,3200,"rec01401",2021-10-05
"1402","ap01402",2021-10-12,"XJEAIAO",100,4100,"rec01402",2021-10-11
"1403","ap01403",2021-10-14,"TVRHRXE",100,4400,"rec01403",2021-10-13
"1404","ap01404",2021-10-20,"YYTIJCT",100,3200,"rec01404",2021-10-19
"1405","ap01405",2021-09-30,"HEJPQTP",100,2500,"rec01405",2021-09-29
"1406","ap01406",2021-10-14,"UYEHHZC",100,3200,"rec01406",2021-10-13
"1407","ap01407",2021-10-07,"CMRYCZC",100,3100,"rec01407",2021-10-06
"1408","ap01408",2021-10-22,"HSHJCBA",100,2900,"rec01408",2021-10-21
"1409","ap01409",2021-10-12,"ZZXIYOG",100,2800,"rec01409",2021-10-11
"1410","ap01410",2021-10-08,"GQKKFTP",100,3900,"rec01410",2021-10-07
"1411","ap01411",2021-10-16,"GSPSUYF",100,3400,"rec01411",2021-10-15
"1412","ap01412",2021-10-29,"OQNYFMV",100,3500,"rec01412",2021-10-28
"1413","ap01413",2021-11-27,"OFNMEOY",100,2800,"rec01413",2021-11-26
"1414","ap01414",2021-11-06,"BHENGMS",100,3100,"rec01414",2021-11-05
"1415","ap01415",2021-10-31,"TRTFDCF",100,3600,"rec01415",2021-10-30
"1416","ap01416",2021-10-28,"ZMVYMSL",100,3100,"rec01416",2021-10-27
"1417","ap01417",2021-10-26,"MCPGEPL",100,3200,"rec01417",2021-10-25
"1418","ap01418",2021-10-05,"QNIEQWZ",100,3000,"rec01418",2021-10-04
"1419","ap01419",2021-10-08,"DVVTXXD",100,1900,"rec01419",2021-10-07
"1420","ap01420",2021-10-09,"NWJRMHP",100,3200,"rec01420",2021-10-08
"1421","ap01421",2021-11-02,"JAWCHZI",100,3000,"rec01421",2021-11-01
"1422","ap01422",2021-10-08,"SPMQGGV",100,2500,"rec01422",2021-10-07
"1423","ap01423",2021-10-07,"TFWKJKO",100,2800,"rec01423",2021-10-06
"1424","ap01424",2021-10-19,"BFUUUSM",100,3200,"rec01424",2021-10-18
"1425","ap01425",2021-10-19,"ALWRWAR",100,3300,"rec01425",2021-10-18
"1426","ap01426",2021-10-02,"JNTUFML",100,2700,"rec01426",2021-10-01
"1427","ap01427",2021-10-20,"TFKHSDR",100,2300,"rec01427",2021-10-19
"1428","ap01428",2021-12-04,"TMZJUAB",100,2700,"rec01428",2021-12-03
"1429","ap01429",2021-10-13,"UXEDWLL",100,2500,"rec01429",2021-10-12
"1430","ap01430",2021-10-08,"OVWKQJD",100,3500,"rec01430",2021-10-07
"1431","ap01431",2021-10-03,"UBYRHGL",100,2000,"rec01431",2021-10-02
"1432","ap01432",2021-10-17,"MWDUTZC",100,2500,"rec01432",2021-10-16
"1433","ap01433",2021-10-04,"MGLEMNS",100,2400,"rec01433",2021-10-03
"1434","ap01434",2021-10-05,"SGNBWQN",100,2200,"rec01434",2021-10-04
"1435","ap01435",2021-10-20,"YJFIGRB",100,2500,"rec01435",2021-10-19
"1436","ap01436",2021-10-18,"AGHIPRY",100,2400,"rec01436",2021-10-17
"1437","ap01437",2021-10-05,"BDVQXSF",100,2600,"rec01437",2021-10-04
"1438","ap01438",2021-10-08,"YHASPVN",100,3600,"rec01438",2021-10-07
"1439","ap01439",2021-10-05,"GUNUTYJ",100,2500,"rec01439",2021-10-04
"1440","ap01440",2021-12-01,"TXLLIBD",100,2600,"rec01440",2021-11-30
"1441","ap01441",2021-12-01,"QCWQVIH",100,3300,"rec01441",2021-11-30
"1442","ap01442",2021-10-12,"SIVQGAB",100,3200,"rec01442",2021-10-11
"1443","ap01443",2021-10-11,"VWCHLHC",100,3700,"rec01443",2021-10-10
"1444","ap01444",2021-10-08,"NMKCASH",100,2400,"rec01444",2021-10-07
"1445","ap01445",2021-12-20,"ESPZBBN",100,3800,"rec01445",2021-12-19
"1446","ap01446",2021-11-05,"TWSIBSU",100,3000,"rec01446",2021-11-04
"1447","ap01447",2021-10-16,"RZNISKM",100,3900,"rec01447",2021-10-15
"1448","ap01448",2021-10-15,"PXVVWZZ",100,2600,"rec01448",2021-10-14
"1449","ap01449",2021-10-05,"NCFOHJJ",100,3500,"rec01449",2021-10-04
"1450","ap01450",2021-10-17,"LUZQZTB",100,2800,"rec01450",2021-10-16
"1451","ap01451",2021-10-08,"ATSHOYI",100,2800,"rec01451",2021-10-07
"1452","ap01452",2021-10-26,"RZXAPLE",100,2800,"rec01452",2021-10-25
"1453","ap01453",2021-10-12,"ZXOYLMM",100,3000,"rec01453",2021-10-11
"1454","ap01454",2021-11-14,"KZPTJIT",100,3200,"rec01454",2021-11-13
"1455","ap01455",2021-10-10,"EGYRIFG",100,3000,"rec01455",2021-10-09
"1456","ap01456",2021-10-15,"IFZUXDV",100,2700,"rec01456",2021-10-14
"1457","ap01457",2021-10-10,"XELPZEN",100,3100,"rec01457",2021-10-09
"1458","ap01458",2021-10-10,"XWIVBQC",100,2400,"rec01458",2021-10-09
"1459","ap01459",2021-10-12,"NLBBRRS",100,4000,"rec01459",2021-10-11
"1460","ap01460",2021-10-07,"VEHGARM",100,2800,"rec01460",2021-10-06
"1461","ap01461",2021-10-16,"LTVGAFM",100,2100,"rec01461",2021-10-15
"1462","ap01462",2021-10-13,"VWEVOEC",100,1800,"rec01462",2021-10-12
"1463","ap01463",2021-10-13,"KYSVFLC",100,2300,"rec01463",2021-10-12
"1464","ap01464",2021-10-23,"ETMXEKN",100,3300,"rec01464",2021-10-22
"1465","ap01465",2021-10-22,"LMGJLDW",100,3000,"rec01465",2021-10-21
"1466","ap01466",2021-10-30,"XWRSXHK",100,3200,"rec01466",2021-10-29
"1467","ap01467",2021-10-24,"KYBHESB",100,3800,"rec01467",2021-10-23
"1468","ap01468",2021-10-09,"IBVDHQY",100,1900,"rec01468",2021-10-08
"1469","ap01469",2021-10-27,"EXNJUVB",100,3400,"rec01469",2021-10-26
"1470","ap01470",2022-01-01,"XIAMGCY",100,3400,"rec01470",2021-12-31
"1471","ap01471",2021-10-17,"DZNCDUT",100,3000,"rec01471",2021-10-16
"1472","ap01472",2021-10-25,"DPXIKLN",100,1300,"rec01472",2021-10-24
"1473","ap01473",2021-10-30,"NVJMQZA",100,2400,"rec01473",2021-10-29
"1474","ap01474",2021-10-16,"HMAXRRO",100,2500,"rec01474",2021-10-15
"1475","ap01475",2021-10-16,"LAETZFO",100,3200,"rec01475",2021-10-15
"1476","ap01476",2021-10-14,"ECUDQQP",100,3400,"rec01476",2021-10-13
"1477","ap01477",2021-10-08,"MRUYHGP",100,3100,"rec01477",2021-10-07
"1478","ap01478",2021-10-12,"WSFIDKP",100,2200,"rec01478",2021-10-11
"1479","ap01479",2021-10-29,"LJWCQSE",100,3100,"rec01479",2021-10-28
"1480","ap01480",2021-10-08,"GCKAJOG",100,3400,"rec01480",2021-10-07
"1481","ap01481",2021-10-10,"KLXJSDK",100,2800,"rec01481",2021-10-09
"1482","ap01482",2021-10-15,"MEMFKFK",100,1900,"rec01482",2021-10-14
"1483","ap01483",2021-11-14,"JIKQUWT",100,3500,"rec01483",2021-11-13
"1484","ap01484",2021-11-13,"NAGIFVZ",100,2700,"rec01484",2021-11-12
"1485","ap01485",2021-10-24,"FQBLLFZ",100,3600,"rec01485",2021-10-23
"1486","ap01486",2021-10-10,"MDWFIHZ",100,1800,"rec01486",2021-10-09
"1487","ap01487",2021-10-20,"ZHNLFDZ",100,2500,"rec01487",2021-10-19
"1488","ap01488",2021-10-13,"TMOUMSZ",100,2100,"rec01488",2021-10-12
"1489","ap01489",2021-10-13,"TNVSDVE",100,2600,"rec01489",2021-10-12
"1490","ap01490",2021-10-20,"FXTOLQU",100,2600,"rec01490",2021-10-19
"1491","ap01491",2021-10-25,"WZHRXLD",100,3000,"rec01491",2021-10-24
"1492","ap01492",2021-10-12,"NDFNKYB",100,3000,"rec01492",2021-10-11
"1493","ap01493",2021-10-22,"VAAYGVB",100,3100,"rec01493",2021-10-21
"1494","ap01494",2021-10-10,"CKRSVPS",100,4400,"rec01494",2021-10-09
"1495","ap01495",2021-10-13,"FMEOJSB",100,3700,"rec01495",2021-10-12
"1496","ap01496",2021-10-18,"ZANKSQY",100,3000,"rec01496",2021-10-17
"1497","ap01497",2021-10-27,"TWYBSLM",100,1900,"rec01497",2021-10-26
"1498","ap01498",2021-10-17,"UJMUJYN",100,2300,"rec01498",2021-10-16
"1499","ap01499",2021-11-16,"UWKWVYQ",100,3200,"rec01499",2021-11-15
"1500","ap01500",2021-10-11,"RTCJBOE",100,2400,"rec01500",2021-10-10
"1501","ap01501",2021-11-04,"KLCEZWA",100,3500,"rec01501",2021-11-03
"1502","ap01502",2021-11-14,"ZGXXXAA",100,2400,"rec01502",2021-11-13
"1503","ap01503",2021-10-18,"NZHCUBQ",100,2700,"rec01503",2021-10-17
"1504","ap01504",2021-10-17,"QMHYJEX",100,4100,"rec01504",2021-10-16
"1505","ap01505",2021-10-29,"VZTDKWZ",100,2400,"rec01505",2021-10-28
"1506","ap01506",2021-10-16,"CJBGRWO",100,2900,"rec01506",2021-10-15
"1507","ap01507",2021-10-16,"XZDXZFK",100,2900,"rec01507",2021-10-15
"1508","ap01508",2021-11-02,"HKURBVT",100,4500,"rec01508",2021-11-01
"1509","ap01509",2021-10-16,"NRXKJCK",100,2300,"rec01509",2021-10-15
"1510","ap01510",2021-10-27,"NZYVDBZ",100,3700,"rec01510",2021-10-26
"1511","ap01511",2021-10-12,"DLBVARC",100,3100,"rec01511",2021-10-11
"1512","ap01512",2021-10-30,"HNZJPIU",100,3000,"rec01512",2021-10-29
"1513","ap01513",2021-11-05,"CVTAJDH",100,4400,"rec01513",2021-11-04
"1514","ap01514",2021-10-15,"RJVMNUA",100,2500,"rec01514",2021-10-14
"1515","ap01515",2021-11-01,"JLWSYMZ",100,3200,"rec01515",2021-10-31
"1516","ap01516",2021-10-14,"PSFSPMD",100,4200,"rec01516",2021-10-13
"1517","ap01517",2021-12-27,"KATKSUK",100,2900,"rec01517",2021-12-26
"1518","ap01518",2021-10-20,"UVPPMXZ",100,3800,"rec01518",2021-10-19
"1519","ap01519",2021-10-29,"FNGHFMN",100,3700,"rec01519",2021-10-28
"1520","ap01520",2021-10-25,"QECCKKT",100,3000,"rec01520",2021-10-24
"1521","ap01521",2021-10-15,"RPXIJOC",100,3200,"rec01521",2021-10-14
"1522","ap01522",2021-10-20,"FDLOMXB",100,2900,"rec01522",2021-10-19
"1523","ap01523",2021-10-24,"KEQMBQX",100,2100,"rec01523",2021-10-23
"1524","ap01524",2021-11-04,"CQYLUDX",100,3400,"rec01524",2021-11-03
"1525","ap01525",2021-10-15,"JIWGGUL",100,4400,"rec01525",2021-10-14
"1526","ap01526",2021-10-15,"QBIMSBM",100,2700,"rec01526",2021-10-14
"1527","ap01527",2021-10-19,"FQXATVL",100,2900,"rec01527",2021-10-18
"1528","ap01528",2021-11-29,"NMZNYGM",100,2900,"rec01528",2021-11-28
"1529","ap01529",2021-10-15,"TYCPQZX",100,3500,"rec01529",2021-10-14
"1530","ap01530",2021-10-18,"HKFKHHF",100,3300,"rec01530",2021-10-17
"1531","ap01531",2021-10-15,"QZFWGRO",100,3200,"rec01531",2021-10-14
"1532","ap01532",2021-10-19,"ADTRJIC",100,3100,"rec01532",2021-10-18
"1533","ap01533",2021-10-20,"NKZFWFQ",100,2100,"rec01533",2021-10-19
"1534","ap01534",2021-11-01,"ZJLPOQY",100,2200,"rec01534",2021-10-31
"1535","ap01535",2021-10-28,"RGBTONM",100,3800,"rec01535",2021-10-27
"1536","ap01536",2021-10-23,"UOJRXQI",100,3500,"rec01536",2021-10-22
"1537","ap01537",2021-10-24,"LZRYAOK",100,2300,"rec01537",2021-10-23
"1538","ap01538",2021-12-01,"TEQANUF",100,3000,"rec01538",2021-11-30
"1539","ap01539",2021-11-15,"URPUOFX",100,3000,"rec01539",2021-11-14
"1540","ap01540",2021-10-23,"JZARRMC",100,2800,"rec01540",2021-10-22
"1541","ap01541",2021-10-29,"HKHZFAM",100,3400,"rec01541",2021-10-28
"1542","ap01542",2021-12-21,"UKGNXAJ",100,2200,"rec01542",2021-12-20
"1543","ap01543",2021-10-19,"NIBELCO",100,3000,"rec01543",2021-10-18
"1544","ap01544",2021-10-28,"CRJQHMX",100,3200,"rec01544",2021-10-27
"1545","ap01545",2021-11-20,"LXCWBNY",100,3200,"rec01545",2021-11-19
"1546","ap01546",2021-11-15,"WJZLWYV",100,4100,"rec01546",2021-11-14
"1547","ap01547",2021-10-17,"MMXSZAQ",100,2500,"rec01547",2021-10-16
"1548","ap01548",2021-11-02,"AEQTGRP",100,2600,"rec01548",2021-11-01
"1549","ap01549",2021-10-25,"CIHTBFO",100,2900,"rec01549",2021-10-24
"1550","ap01550",2021-11-12,"NSFAATW",100,2400,"rec01550",2021-11-11
"1551","ap01551",2021-10-25,"ZSVMNTO",100,2600,"rec01551",2021-10-24
"1552","ap01552",2021-11-17,"ZWQVVJS",100,2300,"rec01552",2021-11-16
"1553","ap01553",2021-10-19,"UUDHWLQ",100,2800,"rec01553",2021-10-18
"1554","ap01554",2021-10-29,"XPMQRLT",100,2500,"rec01554",2021-10-28
"1555","ap01555",2021-10-21,"VZOTJXY",100,4200,"rec01555",2021-10-20
"1556","ap01556",2021-11-21,"EWMYSVW",100,3100,"rec01556",2021-11-20
"1557","ap01557",2021-11-30,"BSVFBDD",100,3100,"rec01557",2021-11-29
"1558","ap01558",2021-11-10,"QIXIGKB",100,1800,"rec01558",2021-11-09
"1559","ap01559",2021-11-08,"HWDIAAC",100,3200,"rec01559",2021-11-07
"1560","ap01560",2021-10-28,"SLTXABC",100,2600,"rec01560",2021-10-27
"1561","ap01561",2021-11-03,"AFLZJSV",100,2700,"rec01561",2021-11-02
"1562","ap01562",2021-11-29,"YLPXDLT",100,2800,"rec01562",2021-11-28
"1563","ap01563",2021-11-01,"SSGQIJK",100,3000,"rec01563",2021-10-31
"1564","ap01564",2021-11-06,"QCHYEUX",100,3100,"rec01564",2021-11-05
"1565","ap01565",2021-11-05,"NIAMIYQ",100,2600,"rec01565",2021-11-04
"1566","ap01566",2021-11-16,"ISAKZEC",100,2200,"rec01566",2021-11-15
"1567","ap01567",2021-10-18,"OYQLKZP",100,3500,"rec01567",2021-10-17
"1568","ap01568",2021-10-18,"YYGLXIS",100,2900,"rec01568",2021-10-17
"1569","ap01569",2021-10-26,"GFJLRUJ",100,2600,"rec01569",2021-10-25
"1570","ap01570",2021-11-07,"VVUTCFP",100,2500,"rec01570",2021-11-06
"1571","ap01571",2021-10-22,"HEEXAXP",100,2900,"rec01571",2021-10-21
"1572","ap01572",2021-11-16,"XLRKWVA",100,3500,"rec01572",2021-11-15
"1573","ap01573",2021-10-25,"EJHCCDU",100,2500,"rec01573",2021-10-24
"1574","ap01574",2021-11-01,"JRSCBEL",100,2200,"rec01574",2021-10-31
"1575","ap01575",2021-12-02,"IRULFJS",100,2700,"rec01575",2021-12-01
"1576","ap01576",2021-10-30,"DKEYKOY",100,3100,"rec01576",2021-10-29
"1577","ap01577",2021-11-09,"QUJOHOK",100,4100,"rec01577",2021-11-08
"1578","ap01578",2021-10-19,"VYNHPJJ",100,4000,"rec01578",2021-10-18
"1579","ap01579",2021-10-26,"EGHJPVM",100,2700,"rec01579",2021-10-25
"1580","ap01580",2021-10-19,"SZVIFNT",100,3000,"rec01580",2021-10-18
"1581","ap01581",2021-10-26,"ODKEWCZ",100,3000,"rec01581",2021-10-25
"1582","ap01582",2021-10-30,"MRVTGQF",100,4400,"rec01582",2021-10-29
"1583","ap01583",2021-10-21,"GMFJVXK",100,2500,"rec01583",2021-10-20
"1584","ap01584",2021-11-03,"QHLCGDQ",100,3700,"rec01584",2021-11-02
"1585","ap01585",2021-11-15,"MOCIDDP",100,2600,"rec01585",2021-11-14
"1586","ap01586",2021-11-03,"YYZGYXC",100,3000,"rec01586",2021-11-02
"1587","ap01587",2021-11-22,"AGEZHXM",100,3300,"rec01587",2021-11-21
"1588","ap01588",2021-10-25,"UTKNOBJ",100,2600,"rec01588",2021-10-24
"1589","ap01589",2021-10-20,"IDOFTRN",100,3000,"rec01589",2021-10-19
"1590","ap01590",2021-10-30,"FEDLFXE",100,2600,"rec01590",2021-10-29
"1591","ap01591",2021-10-24,"NDRCDAF",100,2400,"rec01591",2021-10-23
"1592","ap01592",2021-10-24,"VSEXTLV",100,3300,"rec01592",2021-10-23
"1593","ap01593",2021-11-12,"CICFKUJ",100,2400,"rec01593",2021-11-11
"1594","ap01594",2021-10-22,"JVCHWYQ",100,2400,"rec01594",2021-10-21
"1595","ap01595",2021-10-29,"LXGNMVW",100,3700,"rec01595",2021-10-28
"1596","ap01596",2021-11-15,"JWVNKMD",100,3600,"rec01596",2021-11-14
"1597","ap01597",2021-10-26,"BOVBXMP",100,2600,"rec01597",2021-10-25
"1598","ap01598",2021-10-22,"TGMARVF",100,3600,"rec01598",2021-10-21
"1599","ap01599",2021-11-09,"EHVPULC",100,3900,"rec01599",2021-11-08
"1600","ap01600",2021-10-22,"DYQTXDW",100,1600,"rec01600",2021-10-21
"1601","ap01601",2021-11-16,"YWBPDCJ",100,3200,"rec01601",2021-11-15
"1602","ap01602",2021-11-04,"BCFPRIY",100,2900,"rec01602",2021-11-03
"1603","ap01603",2021-11-04,"RCZTEFC",100,3200,"rec01603",2021-11-03
"1604","ap01604",2021-10-27,"LOWRKHH",100,2900,"rec01604",2021-10-26
"1605","ap01605",2021-11-25,"YVCXATX",100,3100,"rec01605",2021-11-24
"1606","ap01606",2021-11-05,"DHXSUCF",100,2300,"rec01606",2021-11-04
"1607","ap01607",2021-10-24,"FVDFLIW",100,2800,"rec01607",2021-10-23
"1608","ap01608",2021-10-25,"TCJZEZH",100,2200,"rec01608",2021-10-24
"1609","ap01609",2021-10-29,"RAFBKYD",100,1900,"rec01609",2021-10-28
"1610","ap01610",2021-10-27,"LBQXSUN",100,3200,"rec01610",2021-10-26
"1611","ap01611",2021-11-06,"SFXIKRR",100,3300,"rec01611",2021-11-05
"1612","ap01612",2021-11-02,"ERRDNQR",100,2800,"rec01612",2021-11-01
"1613","ap01613",2021-10-23,"IBJTJGP",100,2400,"rec01613",2021-10-22
"1614","ap01614",2021-11-21,"BIGWTBG",100,2100,"rec01614",2021-11-20
"1615","ap01615",2021-11-12,"FXJNRKI",100,3000,"rec01615",2021-11-11
"1616","ap01616",2021-10-23,"KBZGOUX",100,2500,"rec01616",2021-10-22
"1617","ap01617",2021-10-28,"INDYBRZ",100,2400,"rec01617",2021-10-27
"1618","ap01618",2021-11-04,"WKEOANB",100,3400,"rec01618",2021-11-03
"1619","ap01619",2021-11-11,"JYGUWBW",100,2800,"rec01619",2021-11-10
"1620","ap01620",2021-10-31,"QLTZUHV",100,3200,"rec01620",2021-10-30
"1621","ap01621",2021-11-13,"YKSHAPY",100,3500,"rec01621",2021-11-12
"1622","ap01622",2021-10-29,"GBFFOCJ",100,2400,"rec01622",2021-10-28
"1623","ap01623",2021-11-23,"EJDKJLD",100,3600,"rec01623",2021-11-22
"1624","ap01624",2021-10-25,"QHVTCKY",100,3000,"rec01624",2021-10-24
"1625","ap01625",2021-10-30,"XXXYCPE",100,3100,"rec01625",2021-10-29
"1626","ap01626",2021-11-05,"ZTZSZUC",100,2800,"rec01626",2021-11-04
"1627","ap01627",2021-11-04,"TRIRZNU",100,3100,"rec01627",2021-11-03
"1628","ap01628",2021-11-30,"XSFEYPO",100,3900,"rec01628",2021-11-29
"1629","ap01629",2021-10-30,"XEHKRYL",100,4000,"rec01629",2021-10-29
"1630","ap01630",2021-11-21,"NIZQSGO",100,3500,"rec01630",2021-11-20
"1631","ap01631",2021-11-12,"YWEFIEX",100,2500,"rec01631",2021-11-11
"1632","ap01632",2021-10-28,"LJICNCJ",100,3100,"rec01632",2021-10-27
"1633","ap01633",2021-11-07,"XGTLMAD",100,3700,"rec01633",2021-11-06
"1634","ap01634",2021-11-25,"FCKGNKK",100,3000,"rec01634",2021-11-24
"1635","ap01635",2021-10-29,"VMQSEDZ",100,2200,"rec01635",2021-10-28
"1636","ap01636",2021-11-29,"EWEDERG",100,3100,"rec01636",2021-11-28
"1637","ap01637",2021-12-01,"SWFVFGG",100,3800,"rec01637",2021-11-30
"1638","ap01638",2021-11-02,"TXDLMTA",100,3800,"rec01638",2021-11-01
"1639","ap01639",2021-10-30,"GBVLCAK",100,3100,"rec01639",2021-10-29
"1640","ap01640",2021-10-29,"AUPYPKB",100,3400,"rec01640",2021-10-28
"1641","ap01641",2021-10-29,"VAXFJPM",100,2700,"rec01641",2021-10-28
"1642","ap01642",2021-11-14,"OZLGWBL",100,3200,"rec01642",2021-11-13
"1643","ap01643",2021-11-03,"NLIQLCY",100,2500,"rec01643",2021-11-02
