"","customer_no","invoice_no","invoice_date","sku","sales_count","sales_return","unit_cost","sales_unit_price","collection_no","collection_date","collection_amount","shipper_no","shipper_date"
"228","c00912","i01150",2021-01-04,"HWMKHSA",0,0,25,50,"r00246",2021-01-04,0,"s01627",2021-01-14
"229","c00647","i00965",2021-01-04,"PDOROIS",0,0,23,115,"r00201",2021-01-04,0,"s01818",2021-01-15
"230","c00304","i01103",2021-01-04,"ZJCESRZ",1,0,36,72,"r00234",2021-01-04,72,"s01819",2021-01-15
"231","c00994","i01013",2021-01-04,"CESMDML",3,0,31,62,"r00209",2021-01-04,186,"s02031",2021-01-16
"232","c00729","i01067",2021-01-04,"YYGLXIS",0,0,29,29,"r00227",2021-01-04,0,"s02455",2021-01-18
"233","c00571","i01111",2021-01-04,"FCSGCTT",4,0,38,114,"r00236",2021-01-04,456,"s02456",2021-01-18
"234","c00254","i00957",2021-01-04,"DMSMFUG",7,0,33,66,"r00200",2021-01-04,462,"s02910",2021-01-20
"235","c00517","i00876",2021-01-04,"ZLBJNEZ",1,0,20,60,"r00192",2021-01-04,60,"s03617",2021-01-23
"236","c00103","i01108",2021-01-04,"CMWWCGG",1,0,38,114,"r00235",2021-01-04,114,"s03618",2021-01-23
"237","c00181","i01022",2021-01-04,"MQOABGZ",3,0,29,29,"r00211",2021-01-04,87,"s04564",2021-01-27
"238","c00531","i01062",2021-01-04,"JZYSCOB",2,0,29,58,"r00225",2021-01-04,116,"s04565",2021-01-27
"239","c00637","i01035",2021-01-04,"BSVFBDD",0,0,26,104,"r00216",2021-01-04,0,"s05087",2021-01-29
"240","c00495","i01034",2021-01-04,"HEJPQTP",3,0,21,63,"r00215",2021-01-04,189,"s05612",2021-01-31
"241","c00687","i01007",2021-01-04,"NWFLJEL",2,0,34,68,"r00208",2021-01-04,136,"s06142",2021-02-02
"242","c00212","i01042",2021-01-04,"OHDZQJP",3,0,23,46,"r00218",2021-01-04,138,"s07187",2021-02-06
"243","c00617","i00903",2021-01-04,"TSOSUFP",2,0,21,42,"r00197",2021-01-04,84,"s08861",2021-02-12
"244","c00636","i00999",2021-01-04,"OPMOTZM",1,0,28,84,"r00205",2021-01-04,84,"s12659",2021-02-26
"245","c00257","i01293",2021-01-05,"ROTJPDH",4,0,28,56,"r00280",2021-01-05,224,"s00313",2021-01-05
"246","c00920","i01187",2021-01-05,"RKUJMCE",3,0,44,132,"r00260",2021-01-05,396,"s00400",2021-01-06
"247","c00030","i01218",2021-01-05,"SFXIKRR",1,0,28,28,"r00266",2021-01-05,28,"s00401",2021-01-06
"248","c00641","i01220",2021-01-05,"OCQCTNJ",3,0,37,37,"r00267",2021-01-05,111,"s00402",2021-01-06
"249","c00895","i01278",2021-01-05,"WZBEWDY",1,0,30,90,"r00276",2021-01-05,90,"s00403",2021-01-06
"250","c00185","i01282",2021-01-05,"NNDPQSQ",1,0,35,105,"r00277",2021-01-05,105,"s00404",2021-01-06
"251","c00809","i01292",2021-01-05,"BLXWDOX",3,0,24,120,"r00279",2021-01-05,360,"s00405",2021-01-06
"252","c00481","i01323",2021-01-05,"ULAAPNP",3,0,33,99,"r00288",2021-01-05,297,"s00406",2021-01-06
"253","c00099","i01381",2021-01-05,"ETMXEKN",1,0,37,74,"r00302",2021-01-05,74,"s00407",2021-01-06
"254","c00785","i01390",2021-01-05,"HAFSODN",3,0,28,56,"r00305",2021-01-05,168,"s00408",2021-01-06
"255","c00088","i01399",2021-01-05,"VLNACKZ",1,0,26,52,"r00308",2021-01-05,52,"s00409",2021-01-06
"256","c00922","i01407",2021-01-05,"PNJLBGS",1,0,33,33,"r00310",2021-01-05,33,"s00410",2021-01-06
"257","c00516","i01250",2021-01-05,"WBSAVLO",2,0,31,62,"r00271",2021-01-05,124,"s00529",2021-01-07
"258","c00740","i01306",2021-01-05,"KLXJSDK",5,0,26,104,"r00286",2021-01-05,520,"s00530",2021-01-07
"259","c00077","i01332",2021-01-05,"CXUBFZR",1,0,29,58,"r00291",2021-01-05,58,"s00531",2021-01-07
"260","c00165","i01360",2021-01-05,"GBNHGAR",1,0,35,70,"r00297",2021-01-05,70,"s00532",2021-01-07
"261","c00440","i01361",2021-01-05,"KYSVFLC",1,0,40,120,"r00298",2021-01-05,120,"s00533",2021-01-07
"262","c00216","i01372",2021-01-05,"MQOABGZ",0,0,29,87,"r00300",2021-01-05,0,"s00534",2021-01-07
"263","c00346","i01432",2021-01-05,"VAAYGVB",3,0,31,62,"r00317",2021-01-05,186,"s00535",2021-01-07
"264","c00602","i01189",2021-01-05,"KGOLEPF",2,0,30,60,"r00261",2021-01-05,120,"s00645",2021-01-08
"265","c00295","i01230",2021-01-05,"NLRJMJV",1,0,34,34,"r00269",2021-01-05,34,"s00646",2021-01-08
"266","c00811","i01301",2021-01-05,"RFCWCRP",1,0,21,63,"r00284",2021-01-05,63,"s00647",2021-01-08
"267","c00670","i01310",2021-01-05,"QVTPKNI",4,0,29,58,"r00287",2021-01-05,232,"s00648",2021-01-08
"268","c00619","i01327",2021-01-05,"RQEFXCH",2,0,20,100,"r00289",2021-01-05,200,"s00649",2021-01-08
"269","c00380","i01177",2021-01-05,"LXZQVYB",4,0,25,75,"r00258",2021-01-05,300,"s00788",2021-01-09
"270","c00747","i01351",2021-01-05,"OOFSLVM",1,1,32,96,"r00295",2021-01-05,96,"s00789",2021-01-09
"271","c00686","i01386",2021-01-05,"MOVZQZU",2,0,41,123,"r00304",2021-01-05,246,"s00790",2021-01-09
"272","c00006","i01418",2021-01-05,"FMSQQSJ",0,0,34,102,"r00313",2021-01-05,0,"s00791",2021-01-09
"273","c00171","i01261",2021-01-05,"AUNXHDX",3,0,43,129,"r00273",2021-01-05,387,"s00951",2021-01-10
"274","c00680","i01298",2021-01-05,"KJNGKHX",1,0,32,128,"r00283",2021-01-05,128,"s00952",2021-01-10
"275","c00949","i01343",2021-01-05,"KVRTWFJ",3,0,27,54,"r00293",2021-01-05,162,"s00953",2021-01-10
"276","c00580","i01394",2021-01-05,"VAXFJPM",1,0,36,72,"r00306",2021-01-05,72,"s00954",2021-01-10
"277","c00681","i01428",2021-01-05,"VMQSEDZ",2,0,31,62,"r00315",2021-01-05,124,"s00955",2021-01-10
"278","c00792","i01240",2021-01-05,"QUJOHOK",2,0,23,69,"r00270",2021-01-05,138,"s01102",2021-01-11
"279","c00496","i01255",2021-01-05,"WKSYWND",2,0,19,38,"r00272",2021-01-05,76,"s01103",2021-01-11
"280","c00598","i01302",2021-01-05,"FQHYIZP",2,0,31,62,"r00285",2021-01-05,124,"s01104",2021-01-11
"281","c00511","i01354",2021-01-05,"YWWADQI",2,0,25,75,"r00296",2021-01-05,150,"s01105",2021-01-11
"282","c00428","i01378",2021-01-05,"XYJBGXP",1,0,26,26,"r00301",2021-01-05,26,"s01106",2021-01-11
"283","c00531","i01403",2021-01-05,"ZDEUTFG",5,1,34,68,"r00309",2021-01-05,340,"s01107",2021-01-11
"284","c00066","i01266",2021-01-05,"WZBEWDY",1,0,25,75,"r00274",2021-01-05,75,"s01286",2021-01-12
"285","c00454","i01335",2021-01-05,"BXCMBGJ",4,0,36,108,"r00292",2021-01-05,432,"s01287",2021-01-12
"286","c00498","i01423",2021-01-05,"RAFBKYD",2,0,34,102,"r00314",2021-01-05,204,"s01288",2021-01-12
"287","c00089","i01200",2021-01-05,"EMLLQRV",1,0,28,84,"r00262",2021-01-05,84,"s01826",2021-01-15
"288","c00108","i01331",2021-01-05,"RGCGXAZ",2,0,32,128,"r00290",2021-01-05,256,"s01827",2021-01-15
"289","c00707","i01382",2021-01-05,"QLWFBBY",3,0,37,37,"r00303",2021-01-05,111,"s01828",2021-01-15
"290","c00623","i01414",2021-01-05,"ILAGXYJ",2,0,28,28,"r00312",2021-01-05,56,"s01829",2021-01-15
"291","c00480","i01285",2021-01-05,"BXZWUDX",2,0,30,90,"r00278",2021-01-05,180,"s02260",2021-01-17
"292","c00141","i01345",2021-01-05,"QECCKKT",4,0,22,44,"r00294",2021-01-05,176,"s02261",2021-01-17
"293","c00825","i01203",2021-01-05,"NAAHQUY",3,0,25,50,"r00263",2021-01-05,150,"s02465",2021-01-18
"294","c00444","i01398",2021-01-05,"VUSKAYP",6,0,35,140,"r00307",2021-01-05,840,"s02466",2021-01-18
"295","c00370","i01435",2021-01-05,"XSFEYPO",4,0,29,29,"r00318",2021-01-05,116,"s02467",2021-01-18
"296","c00537","i01171",2021-01-05,"LZJFUOG",1,0,38,38,"r00257",2021-01-05,38,"s02914",2021-01-20
"297","c00108","i01437",2021-01-05,"JTGPCMX",2,0,28,28,"r00319",2021-01-05,56,"s03156",2021-01-21
"298","c00394","i01294",2021-01-05,"YOLKAXD",3,0,24,24,"r00281",2021-01-05,72,"s03622",2021-01-23
"299","c00150","i01296",2021-01-05,"IVXKCAA",1,0,22,44,"r00282",2021-01-05,44,"s03623",2021-01-23
"300","c00295","i01184",2021-01-05,"TFWKJKO",0,0,36,108,"r00259",2021-01-05,0,"s03857",2021-01-24
"301","c00759","i01226",2021-01-05,"KSKFCXR",1,1,29,58,"r00268",2021-01-05,58,"s04324",2021-01-26
"302","c00237","i01274",2021-01-05,"EQWRHLR",2,0,34,102,"r00275",2021-01-05,204,"s04325",2021-01-26
"303","c00142","i01366",2021-01-05,"YWEFIEX",3,0,33,132,"r00299",2021-01-05,396,"s05374",2021-01-30
"304","c00968","i01206",2021-01-05,"UPLNPQK",3,0,35,35,"r00264",2021-01-05,105,"s06430",2021-02-03
"305","c00990","i01431",2021-01-05,"TQXQNTD",5,1,41,123,"r00316",2021-01-05,615,"s07190",2021-02-06
"306","c00607","i01408",2021-01-05,"TUUFIVV",1,0,28,28,"r00311",2021-01-05,28,"s07770",2021-02-08
"307","c00286","i01210",2021-01-05,"TFKHSDR",2,0,37,111,"r00265",2021-01-05,222,"s11003",2021-02-20
"308","c00916","i01598",2021-01-06,"IXIONKO",4,0,28,56,"r00357",2021-01-06,224,"s00433",2021-01-06
"309","c00825","i01487",2021-01-06,"HRVYLQI",2,0,32,96,"r00332",2021-01-06,192,"s00546",2021-01-07
"310","c00246","i01546",2021-01-06,"SWFVFGG",3,0,32,64,"r00344",2021-01-06,192,"s00547",2021-01-07
"311","c00621","i01549",2021-01-06,"XWFLVUZ",1,0,24,24,"r00345",2021-01-06,24,"s00548",2021-01-07
"312","c00673","i01560",2021-01-06,"AMLFWVI",2,0,26,78,"r00348",2021-01-06,156,"s00549",2021-01-07
"313","c00420","i01601",2021-01-06,"PJIIAXD",1,1,31,62,"r00359",2021-01-06,62,"s00550",2021-01-07
"314","c00569","i01691",2021-01-06,"KIVAAKN",4,0,25,75,"r00376",2021-01-06,300,"s00551",2021-01-07
"315","c00292","i01500",2021-01-06,"ETMXEKN",2,0,29,87,"r00334",2021-01-06,174,"s00663",2021-01-08
"316","c00912","i01506",2021-01-06,"JXLWPFU",4,0,37,74,"r00335",2021-01-06,296,"s00664",2021-01-08
"317","c00772","i01573",2021-01-06,"AIAFNYK",1,0,27,81,"r00353",2021-01-06,81,"s00665",2021-01-08
"318","c00448","i01669",2021-01-06,"RDCEJVX",4,0,27,54,"r00371",2021-01-06,216,"s00666",2021-01-08
"319","c00159","i01683",2021-01-06,"TJSPDLR",3,0,28,56,"r00375",2021-01-06,168,"s00667",2021-01-08
"320","c00566","i01556",2021-01-06,"RFCWCRP",7,0,37,74,"r00347",2021-01-06,518,"s00809",2021-01-09
"321","c00025","i01570",2021-01-06,"TTPKYJR",3,0,35,70,"r00352",2021-01-06,210,"s00810",2021-01-09
"322","c00188","i01595",2021-01-06,"TWSXNRZ",2,0,20,60,"r00355",2021-01-06,120,"s00811",2021-01-09
"323","c00129","i01611",2021-01-06,"AVMWBWQ",2,0,40,120,"r00362",2021-01-06,240,"s00812",2021-01-09
"324","c00869","i01507",2021-01-06,"DDFGJXI",2,0,37,74,"r00336",2021-01-06,148,"s00962",2021-01-10
"325","c00450","i01533",2021-01-06,"STSDLUO",2,0,34,68,"r00341",2021-01-06,136,"s00963",2021-01-10
"326","c00416","i01681",2021-01-06,"YKHCWFU",4,0,33,33,"r00373",2021-01-06,132,"s00964",2021-01-10
"327","c00140","i01493",2021-01-06,"ROTJPDH",2,0,45,135,"r00333",2021-01-06,270,"s01295",2021-01-12
"328","c00106","i01515",2021-01-06,"CWNGGXE",4,0,43,129,"r00337",2021-01-06,516,"s01296",2021-01-12
"329","c00173","i01545",2021-01-06,"JAWCHZI",2,0,27,81,"r00343",2021-01-06,162,"s01297",2021-01-12
"330","c00444","i01599",2021-01-06,"PQFYWGA",4,0,30,90,"r00358",2021-01-06,360,"s01298",2021-01-12
"331","c00332","i01679",2021-01-06,"LCKXIPC",1,0,34,102,"r00372",2021-01-06,102,"s01299",2021-01-12
"332","c00383","i01603",2021-01-06,"TRTFDCF",3,0,36,36,"r00360",2021-01-06,108,"s01464",2021-01-13
"333","c00228","i01642",2021-01-06,"CHELCST",1,0,26,52,"r00366",2021-01-06,52,"s01465",2021-01-13
"334","c00862","i01652",2021-01-06,"CDFGTPX",1,0,36,36,"r00369",2021-01-06,36,"s01466",2021-01-13
"335","c00106","i01682",2021-01-06,"WBSAVLO",0,0,28,84,"r00374",2021-01-06,0,"s01467",2021-01-13
"336","c00662","i01479",2021-01-06,"INDYBRZ",3,0,31,62,"r00331",2021-01-06,186,"s01651",2021-01-14
"337","c00320","i01520",2021-01-06,"NLRJMJV",2,0,24,72,"r00338",2021-01-06,144,"s01652",2021-01-14
"338","c00856","i01539",2021-01-06,"YIYWLBC",1,0,26,78,"r00342",2021-01-06,78,"s01836",2021-01-15
"339","c00297","i01550",2021-01-06,"VCQHODG",4,0,28,56,"r00346",2021-01-06,224,"s01837",2021-01-15
"340","c00829","i01648",2021-01-06,"UJWWEOV",2,0,27,27,"r00368",2021-01-06,54,"s02046",2021-01-16
"341","c00497","i01460",2021-01-06,"JNUQWRR",2,0,25,50,"r00329",2021-01-06,100,"s02267",2021-01-17
"342","c00371","i01565",2021-01-06,"LCZIXUY",2,0,26,78,"r00350",2021-01-06,156,"s02268",2021-01-17
"343","c00652","i01580",2021-01-06,"XCOTMET",2,0,26,78,"r00354",2021-01-06,156,"s02694",2021-01-19
"344","c00292","i01569",2021-01-06,"UGTLINX",0,0,31,62,"r00351",2021-01-06,0,"s03160",2021-01-21
"345","c00650","i01663",2021-01-06,"LOWRKHH",3,0,22,66,"r00370",2021-01-06,198,"s03626",2021-01-23
"346","c00019","i01447",2021-01-06,"QYUVOOW",1,0,40,80,"r00328",2021-01-06,80,"s03862",2021-01-24
"347","c00482","i01525",2021-01-06,"DGRQBWZ",1,0,28,112,"r00340",2021-01-06,112,"s04328",2021-01-26
"348","c00127","i01597",2021-01-06,"OZVFQYT",1,1,27,54,"r00356",2021-01-06,54,"s04572",2021-01-27
"349","c00790","i01636",2021-01-06,"RDTTYDZ",3,0,21,21,"r00365",2021-01-06,63,"s04573",2021-01-27
"350","c00222","i01564",2021-01-06,"YYTIJCT",4,0,31,62,"r00349",2021-01-06,248,"s04839",2021-01-28
"351","c00006","i01645",2021-01-06,"KGOLEPF",2,0,18,54,"r00367",2021-01-06,108,"s05620",2021-01-31
"352","c00688","i01469",2021-01-06,"ZTGZKTM",1,0,40,80,"r00330",2021-01-06,80,"s05878",2021-02-01
"353","c00914","i01618",2021-01-06,"KGOLEPF",2,0,26,78,"r00363",2021-01-06,156,"s06431",2021-02-03
"354","c00191","i01635",2021-01-06,"YCKJQUQ",3,0,36,108,"r00364",2021-01-06,324,"s06688",2021-02-04
"355","c00563","i01522",2021-01-06,"VGYGOLP",4,0,34,68,"r00339",2021-01-06,272,"s06928",2021-02-05
"356","c00528","i01607",2021-01-06,"OBVUZEN",1,0,28,84,"r00361",2021-01-06,84,"s07483",2021-02-07
"357","c00711","i01760",2021-01-07,"ZQDOWGJ",2,0,21,42,"r00394",2021-01-07,84,"s00572",2021-01-07
"358","c00588","i01715",2021-01-07,"QMCURTP",3,1,25,50,"r00388",2021-01-07,150,"s00688",2021-01-08
"359","c00126","i01777",2021-01-07,"JNTUFML",4,1,28,84,"r00399",2021-01-07,336,"s00689",2021-01-08
"360","c00954","i01803",2021-01-07,"ECUDQQP",3,0,32,128,"r00406",2021-01-07,384,"s00690",2021-01-08
"361","c00811","i01830",2021-01-07,"UQNSAXO",2,0,29,58,"r00410",2021-01-07,116,"s00691",2021-01-08
"362","c00281","i01850",2021-01-07,"YIFSAZZ",3,0,28,112,"r00413",2021-01-07,336,"s00692",2021-01-08
"363","c00116","i01914",2021-01-07,"JRVHXUU",1,0,28,56,"r00422",2021-01-07,56,"s00693",2021-01-08
"364","c00068","i01706",2021-01-07,"IZFHBVE",2,0,22,22,"r00384",2021-01-07,44,"s00823",2021-01-09
"365","c00302","i01713",2021-01-07,"ZOWEBTG",2,0,30,120,"r00387",2021-01-07,240,"s00824",2021-01-09
"366","c00213","i01769",2021-01-07,"XXXYCPE",3,0,36,72,"r00397",2021-01-07,216,"s00825",2021-01-09
"367","c00601","i01791",2021-01-07,"UJTIHNT",1,0,19,38,"r00404",2021-01-07,38,"s00826",2021-01-09
"368","c00410","i01872",2021-01-07,"AWZROHL",5,0,32,96,"r00417",2021-01-07,480,"s00827",2021-01-09
"369","c00688","i01959",2021-01-07,"VUSKAYP",3,0,31,93,"r00428",2021-01-07,279,"s00979",2021-01-10
"370","c00874","i01756",2021-01-07,"NDRCDAF",0,0,31,31,"r00393",2021-01-07,0,"s01135",2021-01-11
"371","c00918","i01770",2021-01-07,"JTKJJBA",1,0,34,68,"r00398",2021-01-07,68,"s01136",2021-01-11
"372","c00049","i01786",2021-01-07,"QUJTJNL",2,0,31,31,"r00403",2021-01-07,62,"s01137",2021-01-11
"373","c00862","i01805",2021-01-07,"QFCFHCP",3,0,28,84,"r00407",2021-01-07,252,"s01138",2021-01-11
"374","c00815","i01807",2021-01-07,"TWYBSLM",4,0,33,66,"r00408",2021-01-07,264,"s01139",2021-01-11
"375","c00678","i01868",2021-01-07,"PACBZDC",5,0,19,57,"r00415",2021-01-07,285,"s01140",2021-01-11
"376","c00670","i01881",2021-01-07,"NGUWLYY",0,0,20,20,"r00418",2021-01-07,0,"s01141",2021-01-11
"377","c00512","i01902",2021-01-07,"NGUWLYY",0,0,25,75,"r00421",2021-01-07,0,"s01142",2021-01-11
"378","c00137","i01939",2021-01-07,"JYGUWBW",1,0,27,108,"r00426",2021-01-07,108,"s01143",2021-01-11
"379","c00498","i01953",2021-01-07,"YWWADQI",3,0,31,62,"r00427",2021-01-07,186,"s01144",2021-01-11
"380","c00061","i01703",2021-01-07,"QEDHZSD",0,0,24,72,"r00383",2021-01-07,0,"s01311",2021-01-12
"381","c00866","i01726",2021-01-07,"FOLPURS",3,0,28,56,"r00389",2021-01-07,168,"s01312",2021-01-12
"382","c00592","i01732",2021-01-07,"VIAEIPW",2,0,24,24,"r00390",2021-01-07,48,"s01313",2021-01-12
"383","c00193","i01783",2021-01-07,"RCAKXTB",3,0,33,132,"r00401",2021-01-07,396,"s01314",2021-01-12
"384","c00470","i01794",2021-01-07,"FERWNHD",5,0,26,52,"r00405",2021-01-07,260,"s01315",2021-01-12
"385","c00562","i01747",2021-01-07,"FYFYACV",2,0,31,62,"r00391",2021-01-07,124,"s01479",2021-01-13
"386","c00995","i01752",2021-01-07,"NIBELCO",4,0,24,48,"r00392",2021-01-07,192,"s01480",2021-01-13
"387","c00291","i01766",2021-01-07,"RZNISKM",0,0,31,93,"r00395",2021-01-07,0,"s01481",2021-01-13
"388","c00097","i01871",2021-01-07,"OPMOTZM",5,0,23,69,"r00416",2021-01-07,345,"s01482",2021-01-13
"389","c00501","i01937",2021-01-07,"WKZLBWC",4,0,24,72,"r00424",2021-01-07,288,"s01662",2021-01-14
"390","c00465","i01768",2021-01-07,"ULAAPNP",1,0,30,60,"r00396",2021-01-07,60,"s02052",2021-01-16
"391","c00509","i01847",2021-01-07,"RMXGKDS",1,0,27,54,"r00412",2021-01-07,54,"s02053",2021-01-16
"392","c00224","i01934",2021-01-07,"PARIMCC",3,0,35,140,"r00423",2021-01-07,420,"s02054",2021-01-16
"393","c00669","i01808",2021-01-07,"JDGPAWW",3,0,31,62,"r00409",2021-01-07,186,"s02478",2021-01-18
"394","c00179","i01710",2021-01-07,"FCCLMUJ",1,0,25,25,"r00385",2021-01-07,25,"s02920",2021-01-20
"395","c00722","i01785",2021-01-07,"WRPOXSQ",1,0,33,33,"r00402",2021-01-07,33,"s02921",2021-01-20
"396","c00329","i01882",2021-01-07,"RBJRJDG",2,0,39,156,"r00419",2021-01-07,312,"s03635",2021-01-23
"397","c00502","i01884",2021-01-07,"XZQIOUS",3,0,28,84,"r00420",2021-01-07,252,"s03866",2021-01-24
"398","c00239","i01835",2021-01-07,"GKMUKER",1,0,28,84,"r00411",2021-01-07,84,"s04102",2021-01-25
"399","c00471","i01856",2021-01-07,"FVDFLIW",2,0,34,34,"r00414",2021-01-07,68,"s04333",2021-01-26
"400","c00410","i01779",2021-01-07,"FQXATVL",1,0,34,136,"r00400",2021-01-07,136,"s05099",2021-01-29
"401","c00713","i01965",2021-01-07,"VUSKAYP",1,0,23,115,"r00429",2021-01-07,115,"s05882",2021-02-01
"402","c00119","i01938",2021-01-07,"FOWPCBN",2,0,26,52,"r00425",2021-01-07,104,"s07193",2021-02-06
"403","c00068","i01697",2021-01-07,"JGWCGTM",2,0,39,117,"r00382",2021-01-07,234,"s08055",2021-02-09
"404","c00847","i01711",2021-01-07,"YLHGYSU",0,0,22,66,"r00386",2021-01-07,0,"s11838",2021-02-23
"405","c00844","i02045",2021-01-08,"YPWRNMO",4,0,24,48,"r00461",2021-01-08,192,"s00712",2021-01-08
"406","c00761","i01989",2021-01-08,"NMZJCRZ",3,0,29,58,"r00444",2021-01-08,174,"s00854",2021-01-09
"407","c00158","i02006",2021-01-08,"BIGWTBG",2,0,30,90,"r00451",2021-01-08,180,"s00855",2021-01-09
"408","c00503","i02037",2021-01-08,"KIWCKNW",1,0,29,58,"r00457",2021-01-08,58,"s00856",2021-01-09
"409","c00304","i02110",2021-01-08,"EHVPULC",3,0,31,31,"r00471",2021-01-08,93,"s00857",2021-01-09
"410","c00154","i02175",2021-01-08,"ZXOYLMM",3,0,20,60,"r00481",2021-01-08,180,"s00858",2021-01-09
"411","c00055","i02191",2021-01-08,"LTVGAFM",3,0,28,84,"r00483",2021-01-08,252,"s00859",2021-01-09
"412","c00318","i02015",2021-01-08,"ZJIPQSH",2,0,30,120,"r00452",2021-01-08,240,"s00989",2021-01-10
"413","c00004","i02040",2021-01-08,"BOVBXMP",2,0,39,117,"r00460",2021-01-08,234,"s00990",2021-01-10
"414","c00378","i02087",2021-01-08,"PVUHLMM",2,0,28,56,"r00467",2021-01-08,112,"s00991",2021-01-10
"415","c00786","i02143",2021-01-08,"KYBHESB",0,0,35,105,"r00476",2021-01-08,0,"s00992",2021-01-10
"416","c00526","i02163",2021-01-08,"ZMVYMSL",2,0,32,128,"r00478",2021-01-08,256,"s00993",2021-01-10
"417","c00481","i02092",2021-01-08,"WKEOANB",3,0,25,100,"r00469",2021-01-08,300,"s01161",2021-01-11
"418","c00364","i02121",2021-01-08,"XXXYCPE",2,0,36,72,"r00473",2021-01-08,144,"s01162",2021-01-11
"419","c00314","i01994",2021-01-08,"JIWGGUL",2,0,25,100,"r00445",2021-01-08,200,"s01327",2021-01-12
"420","c00747","i01995",2021-01-08,"YNZLQYZ",1,0,33,99,"r00446",2021-01-08,99,"s01328",2021-01-12
"421","c00539","i02067",2021-01-08,"DSKRGXD",1,0,29,29,"r00465",2021-01-08,29,"s01329",2021-01-12
"422","c00909","i02069",2021-01-08,"WXUHQKN",1,0,29,87,"r00466",2021-01-08,87,"s01330",2021-01-12
"423","c00893","i02033",2021-01-08,"VNTYNAT",1,0,33,99,"r00456",2021-01-08,99,"s01499",2021-01-13
"424","c00346","i02055",2021-01-08,"ZJLPOQY",1,0,26,78,"r00463",2021-01-08,78,"s01500",2021-01-13
"425","c00783","i02120",2021-01-08,"VXAAYIW",0,0,32,32,"r00472",2021-01-08,0,"s01501",2021-01-13
"426","c00985","i02038",2021-01-08,"MOVZQZU",1,0,28,56,"r00458",2021-01-08,56,"s01673",2021-01-14
"427","c00745","i02107",2021-01-08,"QFZOBTR",3,0,31,93,"r00470",2021-01-08,279,"s01674",2021-01-14
"428","c00420","i02167",2021-01-08,"RFWOYDG",2,0,30,30,"r00479",2021-01-08,60,"s01675",2021-01-14
"429","c00464","i01975",2021-01-08,"YEKUATE",1,0,25,25,"r00443",2021-01-08,25,"s01860",2021-01-15
"430","c00500","i01974",2021-01-08,"AYCAFJC",3,0,28,56,"r00442",2021-01-08,168,"s02074",2021-01-16
"431","c00454","i02026",2021-01-08,"NKZFWFQ",4,1,30,90,"r00455",2021-01-08,360,"s02075",2021-01-16
"432","c00738","i01997",2021-01-08,"YYQNULM",6,0,25,50,"r00448",2021-01-08,300,"s02288",2021-01-17
"433","c00809","i02054",2021-01-08,"WBTVATB",3,0,30,90,"r00462",2021-01-08,270,"s02289",2021-01-17
"434","c00808","i02065",2021-01-08,"TFTNWPP",1,0,30,60,"r00464",2021-01-08,60,"s02290",2021-01-17
"435","c00493","i02133",2021-01-08,"JRVHXUU",3,0,31,62,"r00474",2021-01-08,186,"s02291",2021-01-17
"436","c00434","i02001",2021-01-08,"UHQWAYW",2,0,28,84,"r00450",2021-01-08,168,"s02487",2021-01-18
"437","c00315","i02019",2021-01-08,"XWIVBQC",4,1,25,75,"r00454",2021-01-08,300,"s02488",2021-01-18
"438","c00386","i02088",2021-01-08,"TRIRZNU",2,0,19,57,"r00468",2021-01-08,114,"s02928",2021-01-20
"439","c00887","i02135",2021-01-08,"SZVIFNT",1,0,34,136,"r00475",2021-01-08,136,"s02929",2021-01-20
"440","c00378","i02146",2021-01-08,"LQAVXXZ",3,0,24,72,"r00477",2021-01-08,216,"s03171",2021-01-21
"441","c00068","i01999",2021-01-08,"YCKJQUQ",2,0,28,84,"r00449",2021-01-08,168,"s03407",2021-01-22
"442","c00455","i02039",2021-01-08,"KJNGKHX",0,0,35,105,"r00459",2021-01-08,0,"s03640",2021-01-23
"443","c00239","i02178",2021-01-08,"SSGQIJK",2,0,34,68,"r00482",2021-01-08,136,"s03870",2021-01-24
"444","c00810","i02016",2021-01-08,"BNUZFFS",2,0,32,32,"r00453",2021-01-08,64,"s04339",2021-01-26
"445","c00571","i01973",2021-01-08,"KEGAYLX",0,0,40,200,"r00441",2021-01-08,0,"s05380",2021-01-30
"446","c00162","i01996",2021-01-08,"DYQTXDW",0,1,30,120,"r00447",2021-01-08,0,"s05381",2021-01-30
"447","c00981","i02169",2021-01-08,"ZEAOKZJ",0,0,22,22,"r00480",2021-01-08,0,"s12660",2021-02-26
"448","c00675","i02251",2021-01-09,"BBVWKLA",2,0,34,102,"r00510",2021-01-09,204,"s00884",2021-01-09
"449","c00601","i02307",2021-01-09,"MPGMAVA",2,1,30,60,"r00519",2021-01-09,120,"s00885",2021-01-09
"450","c00431","i02338",2021-01-09,"GZCBWSY",2,0,32,96,"r00526",2021-01-09,192,"s00886",2021-01-09
"451","c00863","i02413",2021-01-09,"UNVNZUQ",3,0,26,78,"r00546",2021-01-09,234,"s00887",2021-01-09
"452","c00428","i02204",2021-01-09,"PBMNYBN",3,0,32,96,"r00495",2021-01-09,288,"s01009",2021-01-10
"453","c00040","i02236",2021-01-09,"XJBYESX",1,0,29,87,"r00505",2021-01-09,87,"s01010",2021-01-10
"454","c00990","i02334",2021-01-09,"ROTLPKY",0,1,31,93,"r00524",2021-01-09,0,"s01011",2021-01-10
"455","c00734","i02384",2021-01-09,"HHXKGEL",3,0,35,105,"r00538",2021-01-09,315,"s01012",2021-01-10
