"","receiver_no","receiver_date","sku","unit_cost","received","po_no","po_date"
"1385","rec01385",2021-10-17,"NMZJCRZ",45,100,"p01385",2021-09-26
"1386","rec01386",2021-09-29,"SABLEIM",34,100,"p01386",2021-09-26
"1387","rec01387",2021-10-06,"YKPKELC",28,100,"p01387",2021-09-26
"1388","rec01388",2021-11-01,"ITYQURY",24,100,"p01388",2021-09-26
"1389","rec01389",2021-10-13,"XMTTCDL",39,100,"p01389",2021-09-26
"1390","rec01390",2021-10-05,"YNTSDUO",27,100,"p01390",2021-09-26
"1391","rec01391",2021-10-08,"WYEDXHX",31,100,"p01391",2021-09-27
"1392","rec01392",2021-09-28,"NLRJMJV",31,100,"p01392",2021-09-27
"1393","rec01393",2021-10-15,"XSHFGHH",26,100,"p01393",2021-09-27
"1394","rec01394",2021-09-29,"QFCFHCP",32,100,"p01394",2021-09-27
"1395","rec01395",2021-10-07,"YMVYEVF",24,100,"p01395",2021-09-27
"1396","rec01396",2021-10-03,"COYQQTQ",33,100,"p01396",2021-09-27
"1397","rec01397",2021-11-01,"FNOXIGU",31,100,"p01397",2021-09-27
"1398","rec01398",2021-09-29,"CGYEJHC",45,100,"p01398",2021-09-28
"1399","rec01399",2021-09-30,"GQPUWVY",24,100,"p01399",2021-09-28
"1400","rec01400",2021-10-08,"RAROIEH",32,100,"p01400",2021-09-28
"1401","rec01401",2021-10-05,"MTZODDC",32,100,"p01401",2021-09-28
"1402","rec01402",2021-10-11,"XJEAIAO",41,100,"p01402",2021-09-28
"1403","rec01403",2021-10-13,"TVRHRXE",44,100,"p01403",2021-09-28
"1404","rec01404",2021-10-19,"YYTIJCT",32,100,"p01404",2021-09-29
"1405","rec01405",2021-09-29,"HEJPQTP",25,100,"p01405",2021-09-29
"1406","rec01406",2021-10-13,"UYEHHZC",32,100,"p01406",2021-09-29
"1407","rec01407",2021-10-06,"CMRYCZC",31,100,"p01407",2021-09-29
"1408","rec01408",2021-10-21,"HSHJCBA",29,100,"p01408",2021-09-29
"1409","rec01409",2021-10-11,"ZZXIYOG",28,100,"p01409",2021-09-30
"1410","rec01410",2021-10-07,"GQKKFTP",39,100,"p01410",2021-09-30
"1411","rec01411",2021-10-15,"GSPSUYF",34,100,"p01411",2021-09-30
"1412","rec01412",2021-10-28,"OQNYFMV",35,100,"p01412",2021-09-30
"1413","rec01413",2021-11-26,"OFNMEOY",28,100,"p01413",2021-09-30
"1414","rec01414",2021-11-05,"BHENGMS",31,100,"p01414",2021-09-30
"1415","rec01415",2021-10-30,"TRTFDCF",36,100,"p01415",2021-09-30
"1416","rec01416",2021-10-27,"ZMVYMSL",31,100,"p01416",2021-09-30
"1417","rec01417",2021-10-25,"MCPGEPL",32,100,"p01417",2021-09-30
"1418","rec01418",2021-10-04,"QNIEQWZ",30,100,"p01418",2021-09-30
"1419","rec01419",2021-10-07,"DVVTXXD",19,100,"p01419",2021-09-30
"1420","rec01420",2021-10-08,"NWJRMHP",32,100,"p01420",2021-09-30
"1421","rec01421",2021-11-01,"JAWCHZI",30,100,"p01421",2021-09-30
"1422","rec01422",2021-10-07,"SPMQGGV",25,100,"p01422",2021-10-01
"1423","rec01423",2021-10-06,"TFWKJKO",28,100,"p01423",2021-10-01
"1424","rec01424",2021-10-18,"BFUUUSM",32,100,"p01424",2021-10-01
"1425","rec01425",2021-10-18,"ALWRWAR",33,100,"p01425",2021-10-01
"1426","rec01426",2021-10-01,"JNTUFML",27,100,"p01426",2021-10-01
"1427","rec01427",2021-10-19,"TFKHSDR",23,100,"p01427",2021-10-01
"1428","rec01428",2021-12-03,"TMZJUAB",27,100,"p01428",2021-10-01
"1429","rec01429",2021-10-12,"UXEDWLL",25,100,"p01429",2021-10-01
"1430","rec01430",2021-10-07,"OVWKQJD",35,100,"p01430",2021-10-01
"1431","rec01431",2021-10-02,"UBYRHGL",20,100,"p01431",2021-10-01
"1432","rec01432",2021-10-16,"MWDUTZC",25,100,"p01432",2021-10-02
"1433","rec01433",2021-10-03,"MGLEMNS",24,100,"p01433",2021-10-02
"1434","rec01434",2021-10-04,"SGNBWQN",22,100,"p01434",2021-10-02
"1435","rec01435",2021-10-19,"YJFIGRB",25,100,"p01435",2021-10-02
"1436","rec01436",2021-10-17,"AGHIPRY",24,100,"p01436",2021-10-03
"1437","rec01437",2021-10-04,"BDVQXSF",26,100,"p01437",2021-10-03
"1438","rec01438",2021-10-07,"YHASPVN",36,100,"p01438",2021-10-03
"1439","rec01439",2021-10-04,"GUNUTYJ",25,100,"p01439",2021-10-03
"1440","rec01440",2021-11-30,"TXLLIBD",26,100,"p01440",2021-10-03
"1441","rec01441",2021-11-30,"QCWQVIH",33,100,"p01441",2021-10-03
"1442","rec01442",2021-10-11,"SIVQGAB",32,100,"p01442",2021-10-03
"1443","rec01443",2021-10-10,"VWCHLHC",37,100,"p01443",2021-10-03
"1444","rec01444",2021-10-07,"NMKCASH",24,100,"p01444",2021-10-03
"1445","rec01445",2021-12-19,"ESPZBBN",38,100,"p01445",2021-10-04
"1446","rec01446",2021-11-04,"TWSIBSU",30,100,"p01446",2021-10-04
"1447","rec01447",2021-10-15,"RZNISKM",39,100,"p01447",2021-10-04
"1448","rec01448",2021-10-14,"PXVVWZZ",26,100,"p01448",2021-10-04
"1449","rec01449",2021-10-04,"NCFOHJJ",35,100,"p01449",2021-10-04
"1450","rec01450",2021-10-16,"LUZQZTB",28,100,"p01450",2021-10-04
"1451","rec01451",2021-10-07,"ATSHOYI",28,100,"p01451",2021-10-04
"1452","rec01452",2021-10-25,"RZXAPLE",28,100,"p01452",2021-10-04
"1453","rec01453",2021-10-11,"ZXOYLMM",30,100,"p01453",2021-10-04
"1454","rec01454",2021-11-13,"KZPTJIT",32,100,"p01454",2021-10-04
"1455","rec01455",2021-10-09,"EGYRIFG",30,100,"p01455",2021-10-04
"1456","rec01456",2021-10-14,"IFZUXDV",27,100,"p01456",2021-10-04
"1457","rec01457",2021-10-09,"XELPZEN",31,100,"p01457",2021-10-04
"1458","rec01458",2021-10-09,"XWIVBQC",24,100,"p01458",2021-10-05
"1459","rec01459",2021-10-11,"NLBBRRS",40,100,"p01459",2021-10-05
"1460","rec01460",2021-10-06,"VEHGARM",28,100,"p01460",2021-10-05
"1461","rec01461",2021-10-15,"LTVGAFM",21,100,"p01461",2021-10-05
"1462","rec01462",2021-10-12,"VWEVOEC",18,100,"p01462",2021-10-05
"1463","rec01463",2021-10-12,"KYSVFLC",23,100,"p01463",2021-10-05
"1464","rec01464",2021-10-22,"ETMXEKN",33,100,"p01464",2021-10-05
"1465","rec01465",2021-10-21,"LMGJLDW",30,100,"p01465",2021-10-06
"1466","rec01466",2021-10-29,"XWRSXHK",32,100,"p01466",2021-10-06
"1467","rec01467",2021-10-23,"KYBHESB",38,100,"p01467",2021-10-06
"1468","rec01468",2021-10-08,"IBVDHQY",19,100,"p01468",2021-10-06
"1469","rec01469",2021-10-26,"EXNJUVB",34,100,"p01469",2021-10-06
"1470","rec01470",2021-12-31,"XIAMGCY",34,100,"p01470",2021-10-06
"1471","rec01471",2021-10-16,"DZNCDUT",30,100,"p01471",2021-10-06
"1472","rec01472",2021-10-24,"DPXIKLN",13,100,"p01472",2021-10-06
"1473","rec01473",2021-10-29,"NVJMQZA",24,100,"p01473",2021-10-06
"1474","rec01474",2021-10-15,"HMAXRRO",25,100,"p01474",2021-10-07
"1475","rec01475",2021-10-15,"LAETZFO",32,100,"p01475",2021-10-07
"1476","rec01476",2021-10-13,"ECUDQQP",34,100,"p01476",2021-10-07
"1477","rec01477",2021-10-07,"MRUYHGP",31,100,"p01477",2021-10-07
"1478","rec01478",2021-10-11,"WSFIDKP",22,100,"p01478",2021-10-07
"1479","rec01479",2021-10-28,"LJWCQSE",31,100,"p01479",2021-10-07
"1480","rec01480",2021-10-07,"GCKAJOG",34,100,"p01480",2021-10-07
"1481","rec01481",2021-10-09,"KLXJSDK",28,100,"p01481",2021-10-08
"1482","rec01482",2021-10-14,"MEMFKFK",19,100,"p01482",2021-10-08
"1483","rec01483",2021-11-13,"JIKQUWT",35,100,"p01483",2021-10-08
"1484","rec01484",2021-11-12,"NAGIFVZ",27,100,"p01484",2021-10-08
"1485","rec01485",2021-10-23,"FQBLLFZ",36,100,"p01485",2021-10-08
"1486","rec01486",2021-10-09,"MDWFIHZ",18,100,"p01486",2021-10-08
"1487","rec01487",2021-10-19,"ZHNLFDZ",25,100,"p01487",2021-10-08
"1488","rec01488",2021-10-12,"TMOUMSZ",21,100,"p01488",2021-10-08
"1489","rec01489",2021-10-12,"TNVSDVE",26,100,"p01489",2021-10-08
"1490","rec01490",2021-10-19,"FXTOLQU",26,100,"p01490",2021-10-08
"1491","rec01491",2021-10-24,"WZHRXLD",30,100,"p01491",2021-10-08
"1492","rec01492",2021-10-11,"NDFNKYB",30,100,"p01492",2021-10-09
"1493","rec01493",2021-10-21,"VAAYGVB",31,100,"p01493",2021-10-09
"1494","rec01494",2021-10-09,"CKRSVPS",44,100,"p01494",2021-10-09
"1495","rec01495",2021-10-12,"FMEOJSB",37,100,"p01495",2021-10-09
"1496","rec01496",2021-10-17,"ZANKSQY",30,100,"p01496",2021-10-09
"1497","rec01497",2021-10-26,"TWYBSLM",19,100,"p01497",2021-10-09
"1498","rec01498",2021-10-16,"UJMUJYN",23,100,"p01498",2021-10-09
"1499","rec01499",2021-11-15,"UWKWVYQ",32,100,"p01499",2021-10-09
"1500","rec01500",2021-10-10,"RTCJBOE",24,100,"p01500",2021-10-09
"1501","rec01501",2021-11-03,"KLCEZWA",35,100,"p01501",2021-10-10
"1502","rec01502",2021-11-13,"ZGXXXAA",24,100,"p01502",2021-10-10
"1503","rec01503",2021-10-17,"NZHCUBQ",27,100,"p01503",2021-10-10
"1504","rec01504",2021-10-16,"QMHYJEX",41,100,"p01504",2021-10-10
"1505","rec01505",2021-10-28,"VZTDKWZ",24,100,"p01505",2021-10-10
"1506","rec01506",2021-10-15,"CJBGRWO",29,100,"p01506",2021-10-10
"1507","rec01507",2021-10-15,"XZDXZFK",29,100,"p01507",2021-10-10
"1508","rec01508",2021-11-01,"HKURBVT",45,100,"p01508",2021-10-11
"1509","rec01509",2021-10-15,"NRXKJCK",23,100,"p01509",2021-10-11
"1510","rec01510",2021-10-26,"NZYVDBZ",37,100,"p01510",2021-10-11
"1511","rec01511",2021-10-11,"DLBVARC",31,100,"p01511",2021-10-11
"1512","rec01512",2021-10-29,"HNZJPIU",30,100,"p01512",2021-10-11
"1513","rec01513",2021-11-04,"CVTAJDH",44,100,"p01513",2021-10-11
"1514","rec01514",2021-10-14,"RJVMNUA",25,100,"p01514",2021-10-11
"1515","rec01515",2021-10-31,"JLWSYMZ",32,100,"p01515",2021-10-12
"1516","rec01516",2021-10-13,"PSFSPMD",42,100,"p01516",2021-10-12
"1517","rec01517",2021-12-26,"KATKSUK",29,100,"p01517",2021-10-12
"1518","rec01518",2021-10-19,"UVPPMXZ",38,100,"p01518",2021-10-12
"1519","rec01519",2021-10-28,"FNGHFMN",37,100,"p01519",2021-10-12
"1520","rec01520",2021-10-24,"QECCKKT",30,100,"p01520",2021-10-12
"1521","rec01521",2021-10-14,"RPXIJOC",32,100,"p01521",2021-10-12
"1522","rec01522",2021-10-19,"FDLOMXB",29,100,"p01522",2021-10-12
"1523","rec01523",2021-10-23,"KEQMBQX",21,100,"p01523",2021-10-12
"1524","rec01524",2021-11-03,"CQYLUDX",34,100,"p01524",2021-10-12
"1525","rec01525",2021-10-14,"JIWGGUL",44,100,"p01525",2021-10-12
"1526","rec01526",2021-10-14,"QBIMSBM",27,100,"p01526",2021-10-12
"1527","rec01527",2021-10-18,"FQXATVL",29,100,"p01527",2021-10-12
"1528","rec01528",2021-11-28,"NMZNYGM",29,100,"p01528",2021-10-12
"1529","rec01529",2021-10-14,"TYCPQZX",35,100,"p01529",2021-10-12
"1530","rec01530",2021-10-17,"HKFKHHF",33,100,"p01530",2021-10-12
"1531","rec01531",2021-10-14,"QZFWGRO",32,100,"p01531",2021-10-13
"1532","rec01532",2021-10-18,"ADTRJIC",31,100,"p01532",2021-10-13
"1533","rec01533",2021-10-19,"NKZFWFQ",21,100,"p01533",2021-10-13
"1534","rec01534",2021-10-31,"ZJLPOQY",22,100,"p01534",2021-10-13
"1535","rec01535",2021-10-27,"RGBTONM",38,100,"p01535",2021-10-13
"1536","rec01536",2021-10-22,"UOJRXQI",35,100,"p01536",2021-10-13
"1537","rec01537",2021-10-23,"LZRYAOK",23,100,"p01537",2021-10-13
"1538","rec01538",2021-11-30,"TEQANUF",30,100,"p01538",2021-10-13
"1539","rec01539",2021-11-14,"URPUOFX",30,100,"p01539",2021-10-13
"1540","rec01540",2021-10-22,"JZARRMC",28,100,"p01540",2021-10-13
"1541","rec01541",2021-10-28,"HKHZFAM",34,100,"p01541",2021-10-13
"1542","rec01542",2021-12-20,"UKGNXAJ",22,100,"p01542",2021-10-13
"1543","rec01543",2021-10-18,"NIBELCO",30,100,"p01543",2021-10-13
"1544","rec01544",2021-10-27,"CRJQHMX",32,100,"p01544",2021-10-13
"1545","rec01545",2021-11-19,"LXCWBNY",32,100,"p01545",2021-10-14
"1546","rec01546",2021-11-14,"WJZLWYV",41,100,"p01546",2021-10-14
"1547","rec01547",2021-10-16,"MMXSZAQ",25,100,"p01547",2021-10-14
"1548","rec01548",2021-11-01,"AEQTGRP",26,100,"p01548",2021-10-14
"1549","rec01549",2021-10-24,"CIHTBFO",29,100,"p01549",2021-10-14
"1550","rec01550",2021-11-11,"NSFAATW",24,100,"p01550",2021-10-14
"1551","rec01551",2021-10-24,"ZSVMNTO",26,100,"p01551",2021-10-14
"1552","rec01552",2021-11-16,"ZWQVVJS",23,100,"p01552",2021-10-14
"1553","rec01553",2021-10-18,"UUDHWLQ",28,100,"p01553",2021-10-14
"1554","rec01554",2021-10-28,"XPMQRLT",25,100,"p01554",2021-10-14
"1555","rec01555",2021-10-20,"VZOTJXY",42,100,"p01555",2021-10-15
"1556","rec01556",2021-11-20,"EWMYSVW",31,100,"p01556",2021-10-15
"1557","rec01557",2021-11-29,"BSVFBDD",31,100,"p01557",2021-10-15
"1558","rec01558",2021-11-09,"QIXIGKB",18,100,"p01558",2021-10-15
"1559","rec01559",2021-11-07,"HWDIAAC",32,100,"p01559",2021-10-15
"1560","rec01560",2021-10-27,"SLTXABC",26,100,"p01560",2021-10-15
"1561","rec01561",2021-11-02,"AFLZJSV",27,100,"p01561",2021-10-16
"1562","rec01562",2021-11-28,"YLPXDLT",28,100,"p01562",2021-10-16
"1563","rec01563",2021-10-31,"SSGQIJK",30,100,"p01563",2021-10-16
"1564","rec01564",2021-11-05,"QCHYEUX",31,100,"p01564",2021-10-16
"1565","rec01565",2021-11-04,"NIAMIYQ",26,100,"p01565",2021-10-16
"1566","rec01566",2021-11-15,"ISAKZEC",22,100,"p01566",2021-10-16
"1567","rec01567",2021-10-17,"OYQLKZP",35,100,"p01567",2021-10-16
"1568","rec01568",2021-10-17,"YYGLXIS",29,100,"p01568",2021-10-16
"1569","rec01569",2021-10-25,"GFJLRUJ",26,100,"p01569",2021-10-17
"1570","rec01570",2021-11-06,"VVUTCFP",25,100,"p01570",2021-10-17
"1571","rec01571",2021-10-21,"HEEXAXP",29,100,"p01571",2021-10-17
"1572","rec01572",2021-11-15,"XLRKWVA",35,100,"p01572",2021-10-17
"1573","rec01573",2021-10-24,"EJHCCDU",25,100,"p01573",2021-10-17
"1574","rec01574",2021-10-31,"JRSCBEL",22,100,"p01574",2021-10-17
"1575","rec01575",2021-12-01,"IRULFJS",27,100,"p01575",2021-10-17
"1576","rec01576",2021-10-29,"DKEYKOY",31,100,"p01576",2021-10-17
"1577","rec01577",2021-11-08,"QUJOHOK",41,100,"p01577",2021-10-17
"1578","rec01578",2021-10-18,"VYNHPJJ",40,100,"p01578",2021-10-17
"1579","rec01579",2021-10-25,"EGHJPVM",27,100,"p01579",2021-10-17
"1580","rec01580",2021-10-18,"SZVIFNT",30,100,"p01580",2021-10-17
"1581","rec01581",2021-10-25,"ODKEWCZ",30,100,"p01581",2021-10-18
"1582","rec01582",2021-10-29,"MRVTGQF",44,100,"p01582",2021-10-18
"1583","rec01583",2021-10-20,"GMFJVXK",25,100,"p01583",2021-10-18
"1584","rec01584",2021-11-02,"QHLCGDQ",37,100,"p01584",2021-10-18
"1585","rec01585",2021-11-14,"MOCIDDP",26,100,"p01585",2021-10-18
"1586","rec01586",2021-11-02,"YYZGYXC",30,100,"p01586",2021-10-18
"1587","rec01587",2021-11-21,"AGEZHXM",33,100,"p01587",2021-10-18
"1588","rec01588",2021-10-24,"UTKNOBJ",26,100,"p01588",2021-10-18
"1589","rec01589",2021-10-19,"IDOFTRN",30,100,"p01589",2021-10-18
"1590","rec01590",2021-10-29,"FEDLFXE",26,100,"p01590",2021-10-18
"1591","rec01591",2021-10-23,"NDRCDAF",24,100,"p01591",2021-10-19
"1592","rec01592",2021-10-23,"VSEXTLV",33,100,"p01592",2021-10-19
"1593","rec01593",2021-11-11,"CICFKUJ",24,100,"p01593",2021-10-19
"1594","rec01594",2021-10-21,"JVCHWYQ",24,100,"p01594",2021-10-19
"1595","rec01595",2021-10-28,"LXGNMVW",37,100,"p01595",2021-10-19
"1596","rec01596",2021-11-14,"JWVNKMD",36,100,"p01596",2021-10-19
"1597","rec01597",2021-10-25,"BOVBXMP",26,100,"p01597",2021-10-19
"1598","rec01598",2021-10-21,"TGMARVF",36,100,"p01598",2021-10-19
"1599","rec01599",2021-11-08,"EHVPULC",39,100,"p01599",2021-10-19
"1600","rec01600",2021-10-21,"DYQTXDW",16,100,"p01600",2021-10-19
"1601","rec01601",2021-11-15,"YWBPDCJ",32,100,"p01601",2021-10-19
"1602","rec01602",2021-11-03,"BCFPRIY",29,100,"p01602",2021-10-19
"1603","rec01603",2021-11-03,"RCZTEFC",32,100,"p01603",2021-10-19
"1604","rec01604",2021-10-26,"LOWRKHH",29,100,"p01604",2021-10-20
"1605","rec01605",2021-11-24,"YVCXATX",31,100,"p01605",2021-10-20
"1606","rec01606",2021-11-04,"DHXSUCF",23,100,"p01606",2021-10-20
"1607","rec01607",2021-10-23,"FVDFLIW",28,100,"p01607",2021-10-20
"1608","rec01608",2021-10-24,"TCJZEZH",22,100,"p01608",2021-10-20
"1609","rec01609",2021-10-28,"RAFBKYD",19,100,"p01609",2021-10-20
"1610","rec01610",2021-10-26,"LBQXSUN",32,100,"p01610",2021-10-20
"1611","rec01611",2021-11-05,"SFXIKRR",33,100,"p01611",2021-10-21
"1612","rec01612",2021-11-01,"ERRDNQR",28,100,"p01612",2021-10-21
"1613","rec01613",2021-10-22,"IBJTJGP",24,100,"p01613",2021-10-21
"1614","rec01614",2021-11-20,"BIGWTBG",21,100,"p01614",2021-10-21
"1615","rec01615",2021-11-11,"FXJNRKI",30,100,"p01615",2021-10-21
"1616","rec01616",2021-10-22,"KBZGOUX",25,100,"p01616",2021-10-21
"1617","rec01617",2021-10-27,"INDYBRZ",24,100,"p01617",2021-10-21
"1618","rec01618",2021-11-03,"WKEOANB",34,100,"p01618",2021-10-21
"1619","rec01619",2021-11-10,"JYGUWBW",28,100,"p01619",2021-10-22
"1620","rec01620",2021-10-30,"QLTZUHV",32,100,"p01620",2021-10-22
"1621","rec01621",2021-11-12,"YKSHAPY",35,100,"p01621",2021-10-22
"1622","rec01622",2021-10-28,"GBFFOCJ",24,100,"p01622",2021-10-22
"1623","rec01623",2021-11-22,"EJDKJLD",36,100,"p01623",2021-10-22
"1624","rec01624",2021-10-24,"QHVTCKY",30,100,"p01624",2021-10-23
"1625","rec01625",2021-10-29,"XXXYCPE",31,100,"p01625",2021-10-23
"1626","rec01626",2021-11-04,"ZTZSZUC",28,100,"p01626",2021-10-23
"1627","rec01627",2021-11-03,"TRIRZNU",31,100,"p01627",2021-10-23
"1628","rec01628",2021-11-29,"XSFEYPO",39,100,"p01628",2021-10-23
"1629","rec01629",2021-10-29,"XEHKRYL",40,100,"p01629",2021-10-24
"1630","rec01630",2021-11-20,"NIZQSGO",35,100,"p01630",2021-10-24
"1631","rec01631",2021-11-11,"YWEFIEX",25,100,"p01631",2021-10-24
"1632","rec01632",2021-10-27,"LJICNCJ",31,100,"p01632",2021-10-24
"1633","rec01633",2021-11-06,"XGTLMAD",37,100,"p01633",2021-10-24
"1634","rec01634",2021-11-24,"FCKGNKK",30,100,"p01634",2021-10-24
"1635","rec01635",2021-10-28,"VMQSEDZ",22,100,"p01635",2021-10-24
"1636","rec01636",2021-11-28,"EWEDERG",31,100,"p01636",2021-10-24
"1637","rec01637",2021-11-30,"SWFVFGG",38,100,"p01637",2021-10-24
"1638","rec01638",2021-11-01,"TXDLMTA",38,100,"p01638",2021-10-24
"1639","rec01639",2021-10-29,"GBVLCAK",31,100,"p01639",2021-10-25
"1640","rec01640",2021-10-28,"AUPYPKB",34,100,"p01640",2021-10-25
"1641","rec01641",2021-10-28,"VAXFJPM",27,100,"p01641",2021-10-25
"1642","rec01642",2021-11-13,"OZLGWBL",32,100,"p01642",2021-10-25
"1643","rec01643",2021-11-02,"NLIQLCY",25,100,"p01643",2021-10-25
"1644","rec01644",2021-11-16,"RUGNBTK",36,100,"p01644",2021-10-25
"1645","rec01645",2021-11-16,"GNOQUOB",37,100,"p01645",2021-10-25
"1646","rec01646",2021-11-03,"SKSLVXC",33,100,"p01646",2021-10-26
"1647","rec01647",2021-12-23,"VKQLZHW",42,100,"p01647",2021-10-26
"1648","rec01648",2021-10-26,"VPJBCKM",32,100,"p01648",2021-10-26
"1649","rec01649",2021-11-18,"DSKRGXD",29,100,"p01649",2021-10-26
"1650","rec01650",2021-11-11,"GKPUCRF",26,100,"p01650",2021-10-26
"1651","rec01651",2021-11-23,"DKKXEOH",39,100,"p01651",2021-10-26
"1652","rec01652",2021-11-24,"QFGDBEV",30,100,"p01652",2021-10-26
"1653","rec01653",2021-10-31,"ZPDNNZR",27,100,"p01653",2021-10-26
"1654","rec01654",2021-11-25,"CFRAVBY",33,100,"p01654",2021-10-26
"1655","rec01655",2021-10-26,"BPRSUSB",30,100,"p01655",2021-10-26
"1656","rec01656",2021-11-01,"QAEKVBK",29,100,"p01656",2021-10-27
"1657","rec01657",2021-11-17,"JITSTDW",41,100,"p01657",2021-10-27
"1658","rec01658",2021-10-28,"RFCWCRP",28,100,"p01658",2021-10-27
"1659","rec01659",2021-11-01,"GKMUKER",28,100,"p01659",2021-10-27
"1660","rec01660",2021-11-16,"VWAWQNY",32,100,"p01660",2021-10-27
"1661","rec01661",2021-11-20,"SFFUQMA",33,100,"p01661",2021-10-27
"1662","rec01662",2021-10-30,"ZQRKKBY",33,100,"p01662",2021-10-27
"1663","rec01663",2021-11-28,"ZDEUTFG",27,100,"p01663",2021-10-27
"1664","rec01664",2021-11-02,"RSZFPAG",33,100,"p01664",2021-10-27
"1665","rec01665",2021-11-08,"SFHYVPO",37,100,"p01665",2021-10-27
"1666","rec01666",2021-11-14,"FHUZZIB",30,100,"p01666",2021-10-27
"1667","rec01667",2021-11-04,"EAUSKUN",28,100,"p01667",2021-10-27
"1668","rec01668",2021-12-21,"AUTRSRF",37,100,"p01668",2021-10-28
"1669","rec01669",2021-11-04,"QVTPKNI",28,100,"p01669",2021-10-28
"1670","rec01670",2021-11-14,"RGCGXAZ",34,100,"p01670",2021-10-28
"1671","rec01671",2021-11-03,"HNCQATN",34,100,"p01671",2021-10-28
"1672","rec01672",2021-10-30,"KQQIBBJ",30,100,"p01672",2021-10-28
"1673","rec01673",2021-11-06,"YNCKNRE",24,100,"p01673",2021-10-28
"1674","rec01674",2021-11-01,"LJSBUIB",26,100,"p01674",2021-10-28
"1675","rec01675",2021-11-09,"VKJIYJU",25,100,"p01675",2021-10-28
"1676","rec01676",2021-11-02,"ASEQMYX",25,100,"p01676",2021-10-28
"1677","rec01677",2021-10-29,"CMJNYFN",24,100,"p01677",2021-10-29
"1678","rec01678",2021-10-30,"UJTIHNT",30,100,"p01678",2021-10-29
"1679","rec01679",2021-11-23,"PIUCJPK",33,100,"p01679",2021-10-29
"1680","rec01680",2021-11-13,"AGCNQIM",24,100,"p01680",2021-10-29
"1681","rec01681",2021-11-20,"XPLUVGP",33,100,"p01681",2021-10-29
"1682","rec01682",2021-11-02,"YPWRNMO",25,100,"p01682",2021-10-29
"1683","rec01683",2021-12-19,"XJBYESX",35,100,"p01683",2021-10-29
"1684","rec01684",2021-10-31,"TPDMJWS",20,100,"p01684",2021-10-29
"1685","rec01685",2021-10-31,"ZLGYUWX",32,100,"p01685",2021-10-29
"1686","rec01686",2021-10-30,"QXCZJWB",27,100,"p01686",2021-10-29
"1687","rec01687",2021-10-30,"APMYZOY",33,100,"p01687",2021-10-30
"1688","rec01688",2021-12-20,"UYHMBDW",23,100,"p01688",2021-10-30
"1689","rec01689",2021-11-05,"VFAGAUC",19,100,"p01689",2021-10-30
"1690","rec01690",2021-11-22,"NCQEAJW",33,100,"p01690",2021-10-30
"1691","rec01691",2021-10-31,"RTGZNAP",32,100,"p01691",2021-10-30
"1692","rec01692",2021-11-09,"YOJKLVD",37,100,"p01692",2021-10-30
"1693","rec01693",2021-11-22,"ERBDORZ",37,100,"p01693",2021-10-30
"1694","rec01694",2021-11-11,"NVATFAQ",22,100,"p01694",2021-10-30
"1695","rec01695",2021-11-01,"JHHKRXR",31,100,"p01695",2021-10-31
"1696","rec01696",2021-11-03,"VTLJDMV",29,100,"p01696",2021-10-31
"1697","rec01697",2021-11-09,"LBBIIML",36,100,"p01697",2021-10-31
"1698","rec01698",2021-11-25,"FIPBOVF",28,100,"p01698",2021-10-31
"1699","rec01699",2022-01-21,"ZBCUFKL",26,100,"p01699",2021-10-31
"1700","rec01700",2021-11-16,"GALBYHS",30,100,"p01700",2021-10-31
"1701","rec01701",2021-11-04,"EUPKVZM",24,100,"p01701",2021-10-31
"1702","rec01702",2021-11-02,"ERPNROI",24,100,"p01702",2021-10-31
"1703","rec01703",2021-11-06,"IHDBAWP",36,100,"p01703",2021-10-31
"1704","rec01704",2021-11-12,"FPENHEC",23,100,"p01704",2021-10-31
"1705","rec01705",2021-11-22,"SBIRYAF",26,100,"p01705",2021-11-01
"1706","rec01706",2021-11-02,"ONSZMGW",30,100,"p01706",2021-11-01
"1707","rec01707",2021-11-29,"ZDDZJZA",27,100,"p01707",2021-11-01
"1708","rec01708",2021-11-11,"ILAGXYJ",35,100,"p01708",2021-11-01
"1709","rec01709",2021-11-16,"LJIWYTH",41,100,"p01709",2021-11-01
"1710","rec01710",2021-11-05,"KCYZSOM",34,100,"p01710",2021-11-01
"1711","rec01711",2021-11-24,"RCEPOMR",26,100,"p01711",2021-11-01
"1712","rec01712",2021-11-03,"JYZITVT",38,100,"p01712",2021-11-01
"1713","rec01713",2021-11-14,"OSMECNX",26,100,"p01713",2021-11-01
"1714","rec01714",2021-11-20,"JXZAXAB",34,100,"p01714",2021-11-02
"1715","rec01715",2022-01-14,"NFLNPIW",36,100,"p01715",2021-11-02
"1716","rec01716",2021-11-13,"QLWFBBY",24,100,"p01716",2021-11-02
"1717","rec01717",2021-11-26,"BNUZFFS",27,100,"p01717",2021-11-02
"1718","rec01718",2021-12-10,"AWZROHL",25,100,"p01718",2021-11-03
"1719","rec01719",2021-11-30,"VSJJUIG",36,100,"p01719",2021-11-03
"1720","rec01720",2021-11-14,"FYICYTJ",26,100,"p01720",2021-11-03
"1721","rec01721",2021-11-20,"KXDWCIZ",18,100,"p01721",2021-11-03
"1722","rec01722",2021-11-29,"SRGDJGI",27,100,"p01722",2021-11-03
"1723","rec01723",2021-11-23,"IVXKCAA",26,100,"p01723",2021-11-03
"1724","rec01724",2021-11-12,"SHXBULO",24,100,"p01724",2021-11-03
