"","disbursement_no","disbursement_date","sku","no_units_ordered","unit_cost","ap_no","ap_date"
"1351","dis01351",2022-02-01,"LEEXFLN",100,32,"ap01351",2021-10-09
"1352","dis01352",2021-10-25,"GSMNNGV",100,25,"ap01352",2021-10-12
"1353","dis01353",2022-01-21,"GVGHLRS",100,28,"ap01353",2021-09-27
"1354","dis01354",2021-10-14,"OCQCTNJ",100,23,"ap01354",2021-09-24
"1355","dis01355",2021-11-26,"ZLBJNEZ",100,27,"ap01355",2021-10-31
"1356","dis01356",2021-12-26,"BKSMRRP",100,26,"ap01356",2021-09-30
"1357","dis01357",2021-10-31,"JYUIKCU",100,28,"ap01357",2021-10-16
"1358","dis01358",2022-03-09,"EAJJSGD",100,33,"ap01358",2021-10-09
"1359","dis01359",2021-12-12,"CHELCST",100,31,"ap01359",2021-11-15
"1360","dis01360",2021-12-06,"FOOULLS",100,24,"ap01360",2021-09-30
"1361","dis01361",2022-03-02,"SSJFRHE",100,37,"ap01361",2021-09-26
"1362","dis01362",2022-01-12,"SDQJMPT",100,21,"ap01362",2021-10-05
"1363","dis01363",2021-11-28,"KFFPQHJ",100,25,"ap01363",2021-09-30
"1364","dis01364",2022-01-29,"TVUCGJP",100,26,"ap01364",2021-10-10
"1365","dis01365",2021-10-10,"UTUSOYO",100,42,"ap01365",2021-09-27
"1366","dis01366",2021-11-02,"OVEWHKG",100,20,"ap01366",2021-10-21
"1367","dis01367",2022-03-04,"LOTXRLQ",100,31,"ap01367",2021-10-18
"1368","dis01368",2021-10-14,"UWAOAMK",100,32,"ap01368",2021-09-24
"1369","dis01369",2021-10-13,"UHQWAYW",100,34,"ap01369",2021-10-01
"1370","dis01370",2021-10-28,"ZIOKYJU",100,30,"ap01370",2021-10-13
"1371","dis01371",2021-10-25,"WONXCVF",100,28,"ap01371",2021-10-07
"1372","dis01372",2022-05-15,"OPMOTZM",100,28,"ap01372",2021-10-15
"1373","dis01373",2022-10-30,"LDXQGDP",100,27,"ap01373",2021-11-25
"1374","dis01374",2022-01-05,"EMLLQRV",100,32,"ap01374",2021-10-28
"1375","dis01375",2022-01-03,"TPCVNKA",100,25,"ap01375",2021-10-22
"1376","dis01376",2022-03-01,"GFHJOGM",100,35,"ap01376",2021-10-16
"1377","dis01377",2021-12-16,"UBQIHGU",100,32,"ap01377",2021-10-15
"1378","dis01378",2022-04-19,"OYFMIFZ",100,29,"ap01378",2021-10-04
"1379","dis01379",2022-03-25,"YXIUTSP",100,28,"ap01379",2021-10-03
"1380","dis01380",2021-11-07,"VGLMRZA",100,39,"ap01380",2021-11-02
"1381","dis01381",2021-10-18,"YEDIVIG",100,25,"ap01381",2021-10-01
"1382","dis01382",2021-11-13,"IMMLUJJ",100,39,"ap01382",2021-11-02
"1383","dis01383",2021-10-28,"CHPUIXH",100,27,"ap01383",2021-10-22
"1384","dis01384",2022-01-07,"QAAFSNA",100,30,"ap01384",2021-10-04
"1385","dis01385",2022-01-17,"NMZJCRZ",100,45,"ap01385",2021-10-18
"1386","dis01386",2021-12-20,"SABLEIM",100,34,"ap01386",2021-09-30
"1387","dis01387",2021-11-05,"YKPKELC",100,28,"ap01387",2021-10-07
"1388","dis01388",2021-11-23,"ITYQURY",100,24,"ap01388",2021-11-02
"1389","dis01389",2021-11-13,"XMTTCDL",100,39,"ap01389",2021-10-14
"1390","dis01390",2021-12-05,"YNTSDUO",100,27,"ap01390",2021-10-06
"1391","dis01391",2021-12-28,"WYEDXHX",100,31,"ap01391",2021-10-09
"1392","dis01392",2021-11-18,"NLRJMJV",100,31,"ap01392",2021-09-29
"1393","dis01393",2021-11-27,"XSHFGHH",100,26,"ap01393",2021-10-16
"1394","dis01394",2021-11-21,"QFCFHCP",100,32,"ap01394",2021-09-30
"1395","dis01395",2022-02-27,"YMVYEVF",100,24,"ap01395",2021-10-08
"1396","dis01396",2021-11-01,"COYQQTQ",100,33,"ap01396",2021-10-04
"1397","dis01397",2022-01-19,"FNOXIGU",100,31,"ap01397",2021-11-02
"1398","dis01398",2021-12-05,"CGYEJHC",100,45,"ap01398",2021-09-30
"1399","dis01399",2021-10-04,"GQPUWVY",100,24,"ap01399",2021-10-01
"1400","dis01400",2022-08-17,"RAROIEH",100,32,"ap01400",2021-10-09
"1401","dis01401",2022-10-15,"MTZODDC",100,32,"ap01401",2021-10-06
"1402","dis01402",2021-12-10,"XJEAIAO",100,41,"ap01402",2021-10-12
"1403","dis01403",2021-11-26,"TVRHRXE",100,44,"ap01403",2021-10-14
"1404","dis01404",2021-12-04,"YYTIJCT",100,32,"ap01404",2021-10-20
"1405","dis01405",2021-12-14,"HEJPQTP",100,25,"ap01405",2021-09-30
"1406","dis01406",2021-12-04,"UYEHHZC",100,32,"ap01406",2021-10-14
"1407","dis01407",2021-11-24,"CMRYCZC",100,31,"ap01407",2021-10-07
"1408","dis01408",2021-12-01,"HSHJCBA",100,29,"ap01408",2021-10-22
"1409","dis01409",2021-11-09,"ZZXIYOG",100,28,"ap01409",2021-10-12
"1410","dis01410",2022-02-11,"GQKKFTP",100,39,"ap01410",2021-10-08
"1411","dis01411",2022-02-12,"GSPSUYF",100,34,"ap01411",2021-10-16
"1412","dis01412",2021-11-24,"OQNYFMV",100,35,"ap01412",2021-10-29
"1413","dis01413",2022-01-06,"OFNMEOY",100,28,"ap01413",2021-11-27
"1414","dis01414",2021-11-30,"BHENGMS",100,31,"ap01414",2021-11-06
"1415","dis01415",2021-11-24,"TRTFDCF",100,36,"ap01415",2021-10-31
"1416","dis01416",2021-11-12,"ZMVYMSL",100,31,"ap01416",2021-10-28
"1417","dis01417",2022-01-29,"MCPGEPL",100,32,"ap01417",2021-10-26
"1418","dis01418",2021-11-13,"QNIEQWZ",100,30,"ap01418",2021-10-05
"1419","dis01419",2021-11-04,"DVVTXXD",100,19,"ap01419",2021-10-08
"1420","dis01420",2021-10-09,"NWJRMHP",100,32,"ap01420",2021-10-09
"1421","dis01421",2021-12-25,"JAWCHZI",100,30,"ap01421",2021-11-02
"1422","dis01422",2021-10-14,"SPMQGGV",100,25,"ap01422",2021-10-08
"1423","dis01423",2021-10-21,"TFWKJKO",100,28,"ap01423",2021-10-07
"1424","dis01424",2022-01-30,"BFUUUSM",100,32,"ap01424",2021-10-19
"1425","dis01425",2021-12-26,"ALWRWAR",100,33,"ap01425",2021-10-19
"1426","dis01426",2021-11-02,"JNTUFML",100,27,"ap01426",2021-10-02
"1427","dis01427",2022-01-30,"TFKHSDR",100,23,"ap01427",2021-10-20
"1428","dis01428",2021-12-21,"TMZJUAB",100,27,"ap01428",2021-12-04
"1429","dis01429",2021-11-30,"UXEDWLL",100,25,"ap01429",2021-10-13
"1430","dis01430",2022-03-02,"OVWKQJD",100,35,"ap01430",2021-10-08
"1431","dis01431",2022-01-08,"UBYRHGL",100,20,"ap01431",2021-10-03
"1432","dis01432",2021-11-19,"MWDUTZC",100,25,"ap01432",2021-10-17
"1433","dis01433",2022-05-06,"MGLEMNS",100,24,"ap01433",2021-10-04
"1434","dis01434",2021-10-08,"SGNBWQN",100,22,"ap01434",2021-10-05
"1435","dis01435",2021-11-12,"YJFIGRB",100,25,"ap01435",2021-10-20
"1436","dis01436",2021-10-19,"AGHIPRY",100,24,"ap01436",2021-10-18
"1437","dis01437",2021-10-23,"BDVQXSF",100,26,"ap01437",2021-10-05
"1438","dis01438",2021-10-22,"YHASPVN",100,36,"ap01438",2021-10-08
"1439","dis01439",2022-01-07,"GUNUTYJ",100,25,"ap01439",2021-10-05
"1440","dis01440",2022-01-06,"TXLLIBD",100,26,"ap01440",2021-12-01
"1441","dis01441",2022-03-31,"QCWQVIH",100,33,"ap01441",2021-12-01
"1442","dis01442",2021-11-01,"SIVQGAB",100,32,"ap01442",2021-10-12
"1443","dis01443",2021-11-19,"VWCHLHC",100,37,"ap01443",2021-10-11
"1444","dis01444",2021-10-21,"NMKCASH",100,24,"ap01444",2021-10-08
"1445","dis01445",2022-04-02,"ESPZBBN",100,38,"ap01445",2021-12-20
"1446","dis01446",2022-01-09,"TWSIBSU",100,30,"ap01446",2021-11-05
"1447","dis01447",2022-01-16,"RZNISKM",100,39,"ap01447",2021-10-16
"1448","dis01448",2021-12-30,"PXVVWZZ",100,26,"ap01448",2021-10-15
"1449","dis01449",2021-10-31,"NCFOHJJ",100,35,"ap01449",2021-10-05
"1450","dis01450",2021-12-27,"LUZQZTB",100,28,"ap01450",2021-10-17
"1451","dis01451",2021-12-08,"ATSHOYI",100,28,"ap01451",2021-10-08
"1452","dis01452",2022-01-02,"RZXAPLE",100,28,"ap01452",2021-10-26
"1453","dis01453",2022-01-26,"ZXOYLMM",100,30,"ap01453",2021-10-12
"1454","dis01454",2021-11-27,"KZPTJIT",100,32,"ap01454",2021-11-14
"1455","dis01455",2021-10-21,"EGYRIFG",100,30,"ap01455",2021-10-10
"1456","dis01456",2021-10-31,"IFZUXDV",100,27,"ap01456",2021-10-15
"1457","dis01457",2022-06-10,"XELPZEN",100,31,"ap01457",2021-10-10
"1458","dis01458",2022-03-26,"XWIVBQC",100,24,"ap01458",2021-10-10
"1459","dis01459",2021-11-25,"NLBBRRS",100,40,"ap01459",2021-10-12
"1460","dis01460",2021-10-28,"VEHGARM",100,28,"ap01460",2021-10-07
"1461","dis01461",2021-10-29,"LTVGAFM",100,21,"ap01461",2021-10-16
"1462","dis01462",2021-11-27,"VWEVOEC",100,18,"ap01462",2021-10-13
"1463","dis01463",2022-06-14,"KYSVFLC",100,23,"ap01463",2021-10-13
"1464","dis01464",2022-02-18,"ETMXEKN",100,33,"ap01464",2021-10-23
"1465","dis01465",2022-01-13,"LMGJLDW",100,30,"ap01465",2021-10-22
"1466","dis01466",2021-11-07,"XWRSXHK",100,32,"ap01466",2021-10-30
"1467","dis01467",2021-11-01,"KYBHESB",100,38,"ap01467",2021-10-24
"1468","dis01468",2021-12-26,"IBVDHQY",100,19,"ap01468",2021-10-09
"1469","dis01469",2022-01-08,"EXNJUVB",100,34,"ap01469",2021-10-27
"1470","dis01470",2022-01-27,"XIAMGCY",100,34,"ap01470",2022-01-01
"1471","dis01471",2021-11-05,"DZNCDUT",100,30,"ap01471",2021-10-17
"1472","dis01472",2022-01-02,"DPXIKLN",100,13,"ap01472",2021-10-25
"1473","dis01473",2021-11-17,"NVJMQZA",100,24,"ap01473",2021-10-30
"1474","dis01474",2021-11-14,"HMAXRRO",100,25,"ap01474",2021-10-16
"1475","dis01475",2021-10-20,"LAETZFO",100,32,"ap01475",2021-10-16
"1476","dis01476",2022-02-02,"ECUDQQP",100,34,"ap01476",2021-10-14
"1477","dis01477",2022-03-29,"MRUYHGP",100,31,"ap01477",2021-10-08
"1478","dis01478",2021-10-22,"WSFIDKP",100,22,"ap01478",2021-10-12
"1479","dis01479",2021-11-20,"LJWCQSE",100,31,"ap01479",2021-10-29
"1480","dis01480",2021-10-12,"GCKAJOG",100,34,"ap01480",2021-10-08
"1481","dis01481",2021-10-25,"KLXJSDK",100,28,"ap01481",2021-10-10
"1482","dis01482",2021-10-16,"MEMFKFK",100,19,"ap01482",2021-10-15
"1483","dis01483",2022-10-03,"JIKQUWT",100,35,"ap01483",2021-11-14
"1484","dis01484",2022-03-19,"NAGIFVZ",100,27,"ap01484",2021-11-13
"1485","dis01485",2022-02-24,"FQBLLFZ",100,36,"ap01485",2021-10-24
"1486","dis01486",2021-10-23,"MDWFIHZ",100,18,"ap01486",2021-10-10
"1487","dis01487",2021-12-03,"ZHNLFDZ",100,25,"ap01487",2021-10-20
"1488","dis01488",2021-10-16,"TMOUMSZ",100,21,"ap01488",2021-10-13
"1489","dis01489",2021-10-20,"TNVSDVE",100,26,"ap01489",2021-10-13
"1490","dis01490",2022-01-11,"FXTOLQU",100,26,"ap01490",2021-10-20
"1491","dis01491",2023-03-10,"WZHRXLD",100,30,"ap01491",2021-10-25
"1492","dis01492",2021-12-08,"NDFNKYB",100,30,"ap01492",2021-10-12
"1493","dis01493",2021-11-09,"VAAYGVB",100,31,"ap01493",2021-10-22
"1494","dis01494",2021-11-16,"CKRSVPS",100,44,"ap01494",2021-10-10
"1495","dis01495",2022-02-19,"FMEOJSB",100,37,"ap01495",2021-10-13
"1496","dis01496",2021-12-28,"ZANKSQY",100,30,"ap01496",2021-10-18
"1497","dis01497",2021-11-05,"TWYBSLM",100,19,"ap01497",2021-10-27
"1498","dis01498",2022-01-12,"UJMUJYN",100,23,"ap01498",2021-10-17
"1499","dis01499",2022-01-18,"UWKWVYQ",100,32,"ap01499",2021-11-16
"1500","dis01500",2022-01-10,"RTCJBOE",100,24,"ap01500",2021-10-11
"1501","dis01501",2022-03-05,"KLCEZWA",100,35,"ap01501",2021-11-04
"1502","dis01502",2021-12-09,"ZGXXXAA",100,24,"ap01502",2021-11-14
"1503","dis01503",2021-11-05,"NZHCUBQ",100,27,"ap01503",2021-10-18
"1504","dis01504",2021-11-04,"QMHYJEX",100,41,"ap01504",2021-10-17
"1505","dis01505",2022-01-11,"VZTDKWZ",100,24,"ap01505",2021-10-29
"1506","dis01506",2021-12-19,"CJBGRWO",100,29,"ap01506",2021-10-16
"1507","dis01507",2021-11-20,"XZDXZFK",100,29,"ap01507",2021-10-16
"1508","dis01508",2021-12-08,"HKURBVT",100,45,"ap01508",2021-11-02
"1509","dis01509",2021-11-09,"NRXKJCK",100,23,"ap01509",2021-10-16
"1510","dis01510",2022-04-16,"NZYVDBZ",100,37,"ap01510",2021-10-27
"1511","dis01511",2021-10-20,"DLBVARC",100,31,"ap01511",2021-10-12
"1512","dis01512",2021-12-28,"HNZJPIU",100,30,"ap01512",2021-10-30
"1513","dis01513",2022-01-11,"CVTAJDH",100,44,"ap01513",2021-11-05
"1514","dis01514",2021-10-23,"RJVMNUA",100,25,"ap01514",2021-10-15
"1515","dis01515",2022-02-13,"JLWSYMZ",100,32,"ap01515",2021-11-01
"1516","dis01516",2022-03-31,"PSFSPMD",100,42,"ap01516",2021-10-14
"1517","dis01517",2022-01-12,"KATKSUK",100,29,"ap01517",2021-12-27
"1518","dis01518",2021-11-24,"UVPPMXZ",100,38,"ap01518",2021-10-20
"1519","dis01519",2021-11-19,"FNGHFMN",100,37,"ap01519",2021-10-29
"1520","dis01520",2022-03-18,"QECCKKT",100,30,"ap01520",2021-10-25
"1521","dis01521",2022-03-16,"RPXIJOC",100,32,"ap01521",2021-10-15
"1522","dis01522",2022-04-18,"FDLOMXB",100,29,"ap01522",2021-10-20
"1523","dis01523",2022-01-05,"KEQMBQX",100,21,"ap01523",2021-10-24
"1524","dis01524",2022-01-27,"CQYLUDX",100,34,"ap01524",2021-11-04
"1525","dis01525",2022-01-04,"JIWGGUL",100,44,"ap01525",2021-10-15
"1526","dis01526",2021-12-05,"QBIMSBM",100,27,"ap01526",2021-10-15
"1527","dis01527",2021-12-18,"FQXATVL",100,29,"ap01527",2021-10-19
"1528","dis01528",2021-12-16,"NMZNYGM",100,29,"ap01528",2021-11-29
"1529","dis01529",2022-02-25,"TYCPQZX",100,35,"ap01529",2021-10-15
"1530","dis01530",2021-11-03,"HKFKHHF",100,33,"ap01530",2021-10-18
"1531","dis01531",2021-10-31,"QZFWGRO",100,32,"ap01531",2021-10-15
"1532","dis01532",2021-11-24,"ADTRJIC",100,31,"ap01532",2021-10-19
"1533","dis01533",2021-11-03,"NKZFWFQ",100,21,"ap01533",2021-10-20
"1534","dis01534",2021-12-23,"ZJLPOQY",100,22,"ap01534",2021-11-01
"1535","dis01535",2022-02-18,"RGBTONM",100,38,"ap01535",2021-10-28
"1536","dis01536",2021-10-24,"UOJRXQI",100,35,"ap01536",2021-10-23
"1537","dis01537",2022-04-03,"LZRYAOK",100,23,"ap01537",2021-10-24
"1538","dis01538",2021-12-20,"TEQANUF",100,30,"ap01538",2021-12-01
"1539","dis01539",2021-12-03,"URPUOFX",100,30,"ap01539",2021-11-15
"1540","dis01540",2021-11-19,"JZARRMC",100,28,"ap01540",2021-10-23
"1541","dis01541",2021-12-29,"HKHZFAM",100,34,"ap01541",2021-10-29
"1542","dis01542",2022-02-15,"UKGNXAJ",100,22,"ap01542",2021-12-21
"1543","dis01543",2021-11-26,"NIBELCO",100,30,"ap01543",2021-10-19
"1544","dis01544",2021-10-31,"CRJQHMX",100,32,"ap01544",2021-10-28
"1545","dis01545",2021-11-25,"LXCWBNY",100,32,"ap01545",2021-11-20
"1546","dis01546",2021-12-29,"WJZLWYV",100,41,"ap01546",2021-11-15
"1547","dis01547",2022-04-21,"MMXSZAQ",100,25,"ap01547",2021-10-17
"1548","dis01548",2021-11-08,"AEQTGRP",100,26,"ap01548",2021-11-02
"1549","dis01549",2021-12-21,"CIHTBFO",100,29,"ap01549",2021-10-25
"1550","dis01550",2021-11-11,"NSFAATW",100,24,"ap01550",2021-11-12
"1551","dis01551",2021-11-30,"ZSVMNTO",100,26,"ap01551",2021-10-25
"1552","dis01552",2021-12-05,"ZWQVVJS",100,23,"ap01552",2021-11-17
"1553","dis01553",2021-12-31,"UUDHWLQ",100,28,"ap01553",2021-10-19
"1554","dis01554",2022-01-21,"XPMQRLT",100,25,"ap01554",2021-10-29
"1555","dis01555",2021-12-04,"VZOTJXY",100,42,"ap01555",2021-10-21
"1556","dis01556",2022-01-02,"EWMYSVW",100,31,"ap01556",2021-11-21
"1557","dis01557",2021-12-17,"BSVFBDD",100,31,"ap01557",2021-11-30
"1558","dis01558",2021-11-19,"QIXIGKB",100,18,"ap01558",2021-11-10
"1559","dis01559",2021-11-16,"HWDIAAC",100,32,"ap01559",2021-11-08
"1560","dis01560",2021-11-28,"SLTXABC",100,26,"ap01560",2021-10-28
"1561","dis01561",2021-12-20,"AFLZJSV",100,27,"ap01561",2021-11-03
"1562","dis01562",2021-12-27,"YLPXDLT",100,28,"ap01562",2021-11-29
"1563","dis01563",2021-11-18,"SSGQIJK",100,30,"ap01563",2021-11-01
"1564","dis01564",2022-01-22,"QCHYEUX",100,31,"ap01564",2021-11-06
"1565","dis01565",2021-12-31,"NIAMIYQ",100,26,"ap01565",2021-11-05
"1566","dis01566",2021-12-14,"ISAKZEC",100,22,"ap01566",2021-11-16
"1567","dis01567",2021-12-16,"OYQLKZP",100,35,"ap01567",2021-10-18
"1568","dis01568",2022-01-29,"YYGLXIS",100,29,"ap01568",2021-10-18
"1569","dis01569",2022-01-01,"GFJLRUJ",100,26,"ap01569",2021-10-26
"1570","dis01570",2021-11-14,"VVUTCFP",100,25,"ap01570",2021-11-07
"1571","dis01571",2022-01-29,"HEEXAXP",100,29,"ap01571",2021-10-22
"1572","dis01572",2022-01-14,"XLRKWVA",100,35,"ap01572",2021-11-16
"1573","dis01573",2022-01-30,"EJHCCDU",100,25,"ap01573",2021-10-25
"1574","dis01574",2022-03-21,"JRSCBEL",100,22,"ap01574",2021-11-01
"1575","dis01575",2022-09-03,"IRULFJS",100,27,"ap01575",2021-12-02
"1576","dis01576",2021-11-15,"DKEYKOY",100,31,"ap01576",2021-10-30
"1577","dis01577",2022-02-21,"QUJOHOK",100,41,"ap01577",2021-11-09
"1578","dis01578",2021-11-15,"VYNHPJJ",100,40,"ap01578",2021-10-19
"1579","dis01579",2022-01-25,"EGHJPVM",100,27,"ap01579",2021-10-26
"1580","dis01580",2021-11-08,"SZVIFNT",100,30,"ap01580",2021-10-19
"1581","dis01581",2021-10-26,"ODKEWCZ",100,30,"ap01581",2021-10-26
"1582","dis01582",2021-11-13,"MRVTGQF",100,44,"ap01582",2021-10-30
"1583","dis01583",2022-03-30,"GMFJVXK",100,25,"ap01583",2021-10-21
"1584","dis01584",2021-11-18,"QHLCGDQ",100,37,"ap01584",2021-11-03
"1585","dis01585",2021-12-15,"MOCIDDP",100,26,"ap01585",2021-11-15
"1586","dis01586",2022-05-27,"YYZGYXC",100,30,"ap01586",2021-11-03
"1587","dis01587",2022-01-01,"AGEZHXM",100,33,"ap01587",2021-11-22
"1588","dis01588",2022-05-03,"UTKNOBJ",100,26,"ap01588",2021-10-25
"1589","dis01589",2022-01-28,"IDOFTRN",100,30,"ap01589",2021-10-20
"1590","dis01590",2021-12-08,"FEDLFXE",100,26,"ap01590",2021-10-30
"1591","dis01591",2022-01-18,"NDRCDAF",100,24,"ap01591",2021-10-24
"1592","dis01592",2022-03-01,"VSEXTLV",100,33,"ap01592",2021-10-24
"1593","dis01593",2022-03-22,"CICFKUJ",100,24,"ap01593",2021-11-12
"1594","dis01594",2021-11-14,"JVCHWYQ",100,24,"ap01594",2021-10-22
"1595","dis01595",2021-11-16,"LXGNMVW",100,37,"ap01595",2021-10-29
"1596","dis01596",2022-03-02,"JWVNKMD",100,36,"ap01596",2021-11-15
"1597","dis01597",2022-02-02,"BOVBXMP",100,26,"ap01597",2021-10-26
"1598","dis01598",2021-11-16,"TGMARVF",100,36,"ap01598",2021-10-22
"1599","dis01599",2021-12-23,"EHVPULC",100,39,"ap01599",2021-11-09
"1600","dis01600",2021-11-19,"DYQTXDW",100,16,"ap01600",2021-10-22
"1601","dis01601",2021-11-19,"YWBPDCJ",100,32,"ap01601",2021-11-16
"1602","dis01602",2021-11-04,"BCFPRIY",100,29,"ap01602",2021-11-04
"1603","dis01603",2021-12-08,"RCZTEFC",100,32,"ap01603",2021-11-04
"1604","dis01604",2021-10-27,"LOWRKHH",100,29,"ap01604",2021-10-27
"1605","dis01605",2022-03-25,"YVCXATX",100,31,"ap01605",2021-11-25
"1606","dis01606",2022-01-10,"DHXSUCF",100,23,"ap01606",2021-11-05
"1607","dis01607",2022-05-01,"FVDFLIW",100,28,"ap01607",2021-10-24
"1608","dis01608",2021-10-30,"TCJZEZH",100,22,"ap01608",2021-10-25
"1609","dis01609",2022-09-10,"RAFBKYD",100,19,"ap01609",2021-10-29
"1610","dis01610",2022-01-07,"LBQXSUN",100,32,"ap01610",2021-10-27
"1611","dis01611",2021-12-06,"SFXIKRR",100,33,"ap01611",2021-11-06
"1612","dis01612",2021-12-08,"ERRDNQR",100,28,"ap01612",2021-11-02
"1613","dis01613",2022-02-17,"IBJTJGP",100,24,"ap01613",2021-10-23
"1614","dis01614",2021-12-12,"BIGWTBG",100,21,"ap01614",2021-11-21
"1615","dis01615",2021-11-12,"FXJNRKI",100,30,"ap01615",2021-11-12
"1616","dis01616",2022-04-04,"KBZGOUX",100,25,"ap01616",2021-10-23
"1617","dis01617",2021-10-30,"INDYBRZ",100,24,"ap01617",2021-10-28
"1618","dis01618",2021-12-01,"WKEOANB",100,34,"ap01618",2021-11-04
"1619","dis01619",2022-01-28,"JYGUWBW",100,28,"ap01619",2021-11-11
"1620","dis01620",2021-11-12,"QLTZUHV",100,32,"ap01620",2021-10-31
"1621","dis01621",2021-12-17,"YKSHAPY",100,35,"ap01621",2021-11-13
"1622","dis01622",2021-12-24,"GBFFOCJ",100,24,"ap01622",2021-10-29
"1623","dis01623",2021-12-01,"EJDKJLD",100,36,"ap01623",2021-11-23
"1624","dis01624",2021-12-22,"QHVTCKY",100,30,"ap01624",2021-10-25
"1625","dis01625",2022-01-29,"XXXYCPE",100,31,"ap01625",2021-10-30
"1626","dis01626",2021-11-20,"ZTZSZUC",100,28,"ap01626",2021-11-05
"1627","dis01627",2022-01-01,"TRIRZNU",100,31,"ap01627",2021-11-04
"1628","dis01628",2022-04-21,"XSFEYPO",100,39,"ap01628",2021-11-30
"1629","dis01629",2022-01-21,"XEHKRYL",100,40,"ap01629",2021-10-30
"1630","dis01630",2021-12-15,"NIZQSGO",100,35,"ap01630",2021-11-21
"1631","dis01631",2022-02-03,"YWEFIEX",100,25,"ap01631",2021-11-12
"1632","dis01632",2021-12-29,"LJICNCJ",100,31,"ap01632",2021-10-28
"1633","dis01633",2021-11-07,"XGTLMAD",100,37,"ap01633",2021-11-07
"1634","dis01634",2022-03-29,"FCKGNKK",100,30,"ap01634",2021-11-25
"1635","dis01635",2022-01-12,"VMQSEDZ",100,22,"ap01635",2021-10-29
"1636","dis01636",2022-01-09,"EWEDERG",100,31,"ap01636",2021-11-29
"1637","dis01637",2022-03-28,"SWFVFGG",100,38,"ap01637",2021-12-01
"1638","dis01638",2021-11-12,"TXDLMTA",100,38,"ap01638",2021-11-02
"1639","dis01639",2022-03-10,"GBVLCAK",100,31,"ap01639",2021-10-30
"1640","dis01640",2021-12-26,"AUPYPKB",100,34,"ap01640",2021-10-29
"1641","dis01641",2022-05-23,"VAXFJPM",100,27,"ap01641",2021-10-29
"1642","dis01642",2021-11-18,"OZLGWBL",100,32,"ap01642",2021-11-14
"1643","dis01643",2021-12-08,"NLIQLCY",100,25,"ap01643",2021-11-03
"1644","dis01644",2022-04-13,"RUGNBTK",100,36,"ap01644",2021-11-17
"1645","dis01645",2022-01-09,"GNOQUOB",100,37,"ap01645",2021-11-17
"1646","dis01646",2021-12-21,"SKSLVXC",100,33,"ap01646",2021-11-04
"1647","dis01647",2022-01-16,"VKQLZHW",100,42,"ap01647",2021-12-24
"1648","dis01648",2021-11-17,"VPJBCKM",100,32,"ap01648",2021-10-27
"1649","dis01649",2021-12-17,"DSKRGXD",100,29,"ap01649",2021-11-19
"1650","dis01650",2021-11-12,"GKPUCRF",100,26,"ap01650",2021-11-12
"1651","dis01651",2021-11-25,"DKKXEOH",100,39,"ap01651",2021-11-24
"1652","dis01652",2022-09-27,"QFGDBEV",100,30,"ap01652",2021-11-25
"1653","dis01653",2021-12-27,"ZPDNNZR",100,27,"ap01653",2021-11-01
"1654","dis01654",2022-01-05,"CFRAVBY",100,33,"ap01654",2021-11-26
"1655","dis01655",2021-10-28,"BPRSUSB",100,30,"ap01655",2021-10-27
"1656","dis01656",2021-12-30,"QAEKVBK",100,29,"ap01656",2021-11-02
"1657","dis01657",2021-12-26,"JITSTDW",100,41,"ap01657",2021-11-18
"1658","dis01658",2022-01-02,"RFCWCRP",100,28,"ap01658",2021-10-29
"1659","dis01659",2021-11-07,"GKMUKER",100,28,"ap01659",2021-11-02
"1660","dis01660",2022-02-13,"VWAWQNY",100,32,"ap01660",2021-11-17
"1661","dis01661",2021-12-25,"SFFUQMA",100,33,"ap01661",2021-11-21
"1662","dis01662",2022-02-02,"ZQRKKBY",100,33,"ap01662",2021-10-31
"1663","dis01663",2022-02-07,"ZDEUTFG",100,27,"ap01663",2021-11-29
"1664","dis01664",2021-12-01,"RSZFPAG",100,33,"ap01664",2021-11-03
"1665","dis01665",2021-12-13,"SFHYVPO",100,37,"ap01665",2021-11-09
"1666","dis01666",2022-03-23,"FHUZZIB",100,30,"ap01666",2021-11-15
"1667","dis01667",2021-11-15,"EAUSKUN",100,28,"ap01667",2021-11-05
"1668","dis01668",2022-02-03,"AUTRSRF",100,37,"ap01668",2021-12-22
"1669","dis01669",2021-11-24,"QVTPKNI",100,28,"ap01669",2021-11-05
"1670","dis01670",2021-11-30,"RGCGXAZ",100,34,"ap01670",2021-11-15
"1671","dis01671",2021-11-10,"HNCQATN",100,34,"ap01671",2021-11-04
"1672","dis01672",2022-01-18,"KQQIBBJ",100,30,"ap01672",2021-10-31
"1673","dis01673",2021-11-23,"YNCKNRE",100,24,"ap01673",2021-11-07
"1674","dis01674",2021-12-24,"LJSBUIB",100,26,"ap01674",2021-11-02
"1675","dis01675",2021-12-20,"VKJIYJU",100,25,"ap01675",2021-11-10
"1676","dis01676",2022-01-07,"ASEQMYX",100,25,"ap01676",2021-11-03
"1677","dis01677",2022-03-25,"CMJNYFN",100,24,"ap01677",2021-10-30
"1678","dis01678",2021-11-23,"UJTIHNT",100,30,"ap01678",2021-10-31
"1679","dis01679",2021-12-08,"PIUCJPK",100,33,"ap01679",2021-11-24
"1680","dis01680",2021-12-20,"AGCNQIM",100,24,"ap01680",2021-11-14
"1681","dis01681",2021-11-29,"XPLUVGP",100,33,"ap01681",2021-11-21
