"no","customer_no","invoice_no","amount","shipper_no","shipper_date"
"47136","c00225","i47153",174,"s45650",2021-06-26
"47137","c00654","i47072",384,"s45651",2021-06-26
"47254","c00033","i47203",250,"s48267",2021-07-06
"47260","c00862","i47128",180,"s48570",2021-07-07
"47267","c00164","i47030",49,"s48847",2021-07-08
"47270","c00623","i47159",208,"s49114",2021-07-09
"47290","c00476","i47189",240,"s50736",2021-07-15
"47292","c00654","i47129",52,"s51020",2021-07-16
"47296","c00006","i47245",240,"s51839",2021-07-19
"47301","c00142","i47317",46,"s52129",2021-07-20
"47312","c00887","i47020",112,"s54244",2021-07-28
"47332","c00372","i47434",84,"s44888",2021-06-23
"47354","c00100","i47566",192,"s45136",2021-06-24
"47456","c00673","i47564",62,"s46412",2021-06-29
"47457","c00231","i47321",120,"s46413",2021-06-29
"47484","c00416","i47431",369,"s46974",2021-07-01
"47505","c00049","i47597",162,"s47471",2021-07-03
"47558","c00973","i47524",168,"s49125",2021-07-09
"47577","c00678","i47586",198,"s49888",2021-07-12
"47591","c00533","i47605",145,"s51023",2021-07-16
"47595","c00998","i47589",198,"s51573",2021-07-18
"47605","c00386","i47473",276,"s53723",2021-07-26
"47665","c00987","i47800",140,"s45693",2021-06-26
"47666","c00361","i47770",0,"s45694",2021-06-26
"47703","c00448","i47868",114,"s46185",2021-06-28
"47704","c00305","i47813",156,"s46186",2021-06-28
"47740","c00874","i47766",93,"s46690",2021-06-30
"47754","c00272","i47796",155,"s46988",2021-07-01
"47806","c00074","i47758",330,"s48587",2021-07-07
"47832","c00656","i47859",96,"s50458",2021-07-14
"47836","c00970","i47692",0,"s50742",2021-07-15
"47882","c00362","i48072",128,"s45463",2021-06-25
"47899","c00988","i48059",68,"s45712",2021-06-26
"47900","c00855","i48009",0,"s45713",2021-06-26
"47918","c00049","i48132",96,"s45936",2021-06-27
"47919","c00679","i48049",0,"s45937",2021-06-27
"47941","c00321","i48097",620,"s46208",2021-06-28
"47942","c00719","i47956",0,"s46209",2021-06-28
"47956","c00320","i48075",0,"s46450",2021-06-29
"47957","c00064","i47943",270,"s46451",2021-06-29
"47994","c00177","i48144",420,"s47005",2021-07-01
"47995","c00110","i47917",162,"s47006",2021-07-01
"48007","c00459","i47960",96,"s47256",2021-07-02
"48043","c00516","i47877",0,"s48027",2021-07-05
"48073","c00069","i47878",56,"s48863",2021-07-08
"48074","c00494","i47944",0,"s48864",2021-07-08
"48107","c00772","i47898",432,"s50751",2021-07-15
"48110","c00148","i48052",0,"s51031",2021-07-16
"48136","c00110","i48124",90,"s53990",2021-07-27
"48188","c00054","i48416",304,"s45969",2021-06-27
"48189","c00451","i48181",240,"s45970",2021-06-27
"48212","c00832","i48228",300,"s46232",2021-06-28
"48230","c00110","i48279",81,"s46469",2021-06-29
"48247","c00404","i48366",132,"s46727",2021-06-30
"48248","c00102","i48368",0,"s46728",2021-06-30
"48267","c00286","i48305",60,"s47025",2021-07-01
"48280","c00031","i48217",528,"s47269",2021-07-02
"48281","c00470","i48248",310,"s47270",2021-07-02
"48300","c00017","i48265",96,"s47762",2021-07-04
"48310","c00795","i48145",56,"s48037",2021-07-05
"48379","c00939","i48171",38,"s50178",2021-07-13
"48410","c00034","i48360",140,"s54249",2021-07-28
"48431","c00885","i48698",48,"s45984",2021-06-27
"48432","c00667","i48596",320,"s45985",2021-06-27
"48476","c00134","i48622",52,"s46493",2021-06-29
"48477","c00010","i48450",280,"s46494",2021-06-29
"48479","c00068","i48419",164,"s46496",2021-06-29
"48512","c00023","i48692",30,"s47039",2021-07-01
"48513","c00378","i48558",66,"s47040",2021-07-01
"48546","c00165","i48458",31,"s47520",2021-07-03
"48547","c00025","i48650",81,"s47521",2021-07-03
"48619","c00624","i48489",282,"s49151",2021-07-09
"48640","c00404","i48629",123,"s50186",2021-07-13
"48644","c00511","i48649",60,"s50467",2021-07-14
"48645","c00087","i48569",62,"s50468",2021-07-14
"48651","c00547","i48504",0,"s50765",2021-07-15
"48669","c00768","i48684",152,"s52655",2021-07-22
"48698","c00033","i48661",69,"s68207",2021-09-17
"48743","c00519","i48840",234,"s46520",2021-06-29
"48744","c00394","i48937",0,"s46521",2021-06-29
"48745","c00175","i48746",270,"s46522",2021-06-29
"48765","c00335","i48778",99,"s46767",2021-06-30
"48786","c00474","i48907",0,"s47061",2021-07-01
"48787","c00646","i48906",124,"s47062",2021-07-01
"48805","c00356","i48865",93,"s47304",2021-07-02
"48819","c00096","i48753",555,"s47535",2021-07-03
"48831","c00111","i48895",58,"s47791",2021-07-04
"48832","c00997","i48827",112,"s47792",2021-07-04
"48851","c00464","i48873",336,"s48072",2021-07-05
"48868","c00256","i48749",54,"s48333",2021-07-06
"48922","c00843","i48890",444,"s50769",2021-07-15
"48939","c00209","i48971",261,"s51589",2021-07-18
"48944","c00356","i48835",252,"s52141",2021-07-20
"48952","c00497","i48871",69,"s52660",2021-07-22
"49030","c00905","i49143",105,"s46807",2021-06-30
"49031","c00542","i49005",0,"s46808",2021-06-30
"49032","c00266","i49223",0,"s46809",2021-06-30
"49059","c00014","i49168",0,"s47089",2021-07-01
"49060","c00806","i48990",108,"s47090",2021-07-01
"49129","c00387","i49161",297,"s48087",2021-07-05
"49130","c00528","i49190",42,"s48088",2021-07-05
"49154","c00500","i49237",33,"s48646",2021-07-07
"49169","c00841","i49235",162,"s48901",2021-07-08
"49177","c00764","i49065",120,"s49165",2021-07-09
"49198","c00880","i49022",58,"s49919",2021-07-12
"49199","c00076","i49238",105,"s49920",2021-07-12
"49242","c00509","i49096",171,"s52939",2021-07-23
"49256","c00603","i49002",384,"s57561",2021-08-09
"49303","c00357","i49373",432,"s47113",2021-07-01
"49304","c00893","i49517",370,"s47114",2021-07-01
"49305","c00249","i49285",270,"s47115",2021-07-01
"49369","c00883","i49424",56,"s47825",2021-07-04
"49370","c00368","i49335",432,"s47826",2021-07-04
"49400","c00441","i49272",120,"s48363",2021-07-06
"49450","c00422","i49457",42,"s49664",2021-07-11
"49451","c00191","i49283",144,"s49665",2021-07-11
"49483","c00338","i49436",360,"s50493",2021-07-14
"49493","c00419","i49271",306,"s51050",2021-07-16
"49494","c00953","i49530",210,"s51051",2021-07-16
"49499","c00317","i49456",576,"s51323",2021-07-17
"49513","c00001","i49484",105,"s52410",2021-07-21
"49522","c00704","i49384",105,"s53224",2021-07-24
"49549","c00196","i49339",78,"s56774",2021-08-06
"49554","c00242","i49545",81,"s58651",2021-08-13
"49642","c00411","i49694",272,"s48378",2021-07-06
"49643","c00544","i49746",270,"s48379",2021-07-06
"49686","c00069","i49617",54,"s48931",2021-07-08
"49700","c00749","i49752",96,"s49194",2021-07-09
"49711","c00399","i49764",93,"s49428",2021-07-10
"49725","c00776","i49784",140,"s49943",2021-07-12
"49749","c00210","i49581",264,"s50785",2021-07-15
"49775","c00969","i49756",0,"s52157",2021-07-20
"49787","c00991","i49763",116,"s53226",2021-07-24
"49818","c00184","i49891",232,"s47376",2021-07-02
"49819","c00322","i49976",0,"s47377",2021-07-02
"49840","c00015","i49925",192,"s47619",2021-07-03
"49917","c00396","i49855",62,"s48693",2021-07-07
"49935","c00587","i49818",264,"s48949",2021-07-08
"49968","c00476","i49963",0,"s49679",2021-07-11
"49987","c00985","i49896",72,"s50222",2021-07-13
"50058","c00155","i49865",0,"s63236",2021-08-30
"50120","c00693","i50128",0,"s48149",2021-07-05
"50155","c00478","i50193",252,"s48434",2021-07-06
"50169","c00151","i50180",30,"s48707",2021-07-07
"50190","c00246","i50276",116,"s48970",2021-07-08
"50191","c00206","i50271",204,"s48971",2021-07-08
"50221","c00607","i50265",192,"s49454",2021-07-10
"50234","c00642","i50070",264,"s49692",2021-07-11
"50247","c00909","i50087",0,"s49966",2021-07-12
"50248","c00110","i50347",72,"s49967",2021-07-12
"50267","c00666","i50270",136,"s50241",2021-07-13
"50280","c00931","i50260",0,"s50523",2021-07-14
"50306","c00878","i50335",216,"s51342",2021-07-17
"50320","c00909","i50338",96,"s51868",2021-07-19
"50321","c00189","i50173",123,"s51869",2021-07-19
"50322","c00835","i50209",372,"s51870",2021-07-19
"50343","c00462","i50281",90,"s52953",2021-07-23
"50374","c00613","i50079",26,"s57834",2021-08-10
"50378","c00627","i50372",348,"s59191",2021-08-15
"50402","c00575","i50560",312,"s47911",2021-07-04
"50403","c00933","i50531",78,"s47912",2021-07-04
"50488","c00176","i50472",198,"s48988",2021-07-08
"50505","c00004","i50567",320,"s49239",2021-07-09
"50532","c00843","i50523",93,"s49708",2021-07-11
"50533","c00687","i50602",108,"s49709",2021-07-11
"50558","c00667","i50588",132,"s50250",2021-07-13
"50630","c00338","i50526",48,"s54006",2021-07-27
"50694","c00151","i50795",0,"s48488",2021-07-06
"50715","c00898","i50674",264,"s48746",2021-07-07
"50716","c00616","i50678",448,"s48747",2021-07-07
"50717","c00851","i50666",93,"s48748",2021-07-07
"50739","c00904","i50754",240,"s49010",2021-07-08
"50777","c00721","i50841",0,"s49491",2021-07-10
"50812","c00739","i50852",240,"s50000",2021-07-12
"50841","c00958","i50659",63,"s50548",2021-07-14
"50861","c00133","i50845",252,"s51087",2021-07-16
"50872","c00185","i50791",38,"s51359",2021-07-17
"50946","c00784","i50729",87,"s58394",2021-08-12
"50951","c00683","i50691",150,"s59749",2021-08-17
"50971","c00088","i51226",174,"s48506",2021-07-06
"51002","c00984","i51137",0,"s48778",2021-07-07
"51021","c00519","i51013",62,"s49029",2021-07-08
"51041","c00579","i50982",224,"s49271",2021-07-09
"51042","c00365","i51229",50,"s49272",2021-07-09
"51064","c00991","i51042",92,"s49513",2021-07-10
"51113","c00898","i51180",60,"s50279",2021-07-13
"51124","c00393","i51211",528,"s50559",2021-07-14
"51125","c00728","i51218",84,"s50560",2021-07-14
"51126","c00893","i51104",44,"s50561",2021-07-14
"51168","c00396","i51161",198,"s51636",2021-07-18
"51216","c00233","i51192",375,"s54273",2021-07-28
"51217","c00389","i51054",180,"s54541",2021-07-29
"51222","c00171","i51185",165,"s55402",2021-08-01
"51234","c00550","i51230",34,"s58096",2021-08-11
"51236","c00700","i51158",138,"s60024",2021-08-18
"51251","c00702","i51366",0,"s48790",2021-07-07
"51315","c00828","i51314",24,"s49529",2021-07-10
"51316","c00497","i51440",78,"s49530",2021-07-10
"51338","c00649","i51289",95,"s49772",2021-07-11
"51339","c00246","i51466",144,"s49773",2021-07-11
"51353","c00692","i51374",234,"s50026",2021-07-12
"51354","c00375","i51461",168,"s50027",2021-07-12
"51370","c00708","i51393",126,"s50295",2021-07-13
"51371","c00413","i51369",216,"s50296",2021-07-13
"51395","c00031","i51498",128,"s50850",2021-07-15
"51397","c00069","i51424",224,"s50852",2021-07-15
"51441","c00052","i51345",88,"s51908",2021-07-19
"51442","c00807","i51383",74,"s51909",2021-07-19
"51443","c00883","i51321",120,"s51910",2021-07-19
"51444","c00034","i51484",420,"s51911",2021-07-19
"51498","c00128","i51450",420,"s61678",2021-08-24
"51516","c00514","i51597",54,"s49067",2021-07-08
"51517","c00034","i51637",620,"s49068",2021-07-08
"51537","c00031","i51536",264,"s49317",2021-07-09
"51559","c00240","i51624",136,"s49552",2021-07-10
"51590","c00046","i51655",300,"s50039",2021-07-12
"51605","c00062","i51718",210,"s50311",2021-07-13
"51606","c00017","i51580",78,"s50312",2021-07-13
"51623","c00131","i51689",25,"s50586",2021-07-14
"51684","c00616","i51615",180,"s51925",2021-07-19
"51712","c00377","i51543",0,"s52696",2021-07-22
"51745","c00006","i51600",0,"s54019",2021-07-27
"51752","c00324","i51626",112,"s54546",2021-07-29
"51756","c00322","i51621",180,"s54850",2021-07-30
"51772","c00455","i51643",96,"s56780",2021-08-06
"51788","c00087","i51772",248,"s61412",2021-08-23
"51856","c00518","i52056",261,"s49816",2021-07-11
"51873","c00017","i51948",102,"s50056",2021-07-12
"51874","c00792","i51859",32,"s50057",2021-07-12
"51892","c00593","i51824",336,"s50330",2021-07-13
"51893","c00174","i51973",1000,"s50331",2021-07-13
"51940","c00178","i51820",72,"s51124",2021-07-16
"51941","c00304","i52028",252,"s51125",2021-07-16
"51970","c00699","i51949",24,"s51934",2021-07-19
"51977","c00297","i51842",96,"s52213",2021-07-20
"51978","c00234","i51943",270,"s52214",2021-07-20
"51979","c00257","i51849",136,"s52215",2021-07-20
"51980","c00157","i51848",384,"s52216",2021-07-20
"52043","c00257","i51833",279,"s56781",2021-08-06
"52055","c00476","i51872",192,"s61414",2021-08-23
"52060","c00559","i51977",90,"s69016",2021-09-20
"52118","c00141","i52242",60,"s50087",2021-07-12
"52172","c00196","i52162",384,"s50638",2021-07-14
"52187","c00586","i52262",156,"s50890",2021-07-15
"52188","c00073","i52186",96,"s50891",2021-07-15
"52207","c00450","i52216",108,"s51144",2021-07-16
"52231","c00766","i52312",348,"s51677",2021-07-18
"52244","c00589","i52254",232,"s52223",2021-07-20
"52282","c00974","i52277",336,"s53532",2021-07-25
"52325","c00509","i52169",44,"s60290",2021-08-19
"52359","c00929","i52362",148,"s50107",2021-07-12
"52360","c00753","i52415",90,"s50108",2021-07-12
"52361","c00676","i52374",117,"s50109",2021-07-12
"52362","c00261","i52514",54,"s50110",2021-07-12
"52390","c00142","i52536",198,"s50383",2021-07-13
"52391","c00206","i52417",544,"s50384",2021-07-13
"52407","c00695","i52531",130,"s50654",2021-07-14
"52424","c00816","i52533",204,"s50908",2021-07-15
"52425","c00810","i52409",93,"s50909",2021-07-15
"52435","c00883","i52586",0,"s51154",2021-07-16
"52471","c00032","i52543",256,"s51695",2021-07-18
"52516","c00925","i52353",111,"s52995",2021-07-23
"52539","c00536","i52385",87,"s53771",2021-07-26
"52559","c00073","i52382",74,"s54868",2021-07-30
"52579","c00148","i52549",24,"s58659",2021-08-13
"52593","c00449","i52556",296,"s69017",2021-09-20
"52607","c00844","i52658",90,"s50124",2021-07-12
"52627","c00199","i52684",0,"s50404",2021-07-13
"52628","c00770","i52637",620,"s50405",2021-07-13
"52661","c00666","i52639",104,"s50928",2021-07-15
"52684","c00056","i52826",0,"s51177",2021-07-16
"52685","c00995","i52750",116,"s51178",2021-07-16
"52710","c00579","i52635",432,"s51709",2021-07-18
"52711","c00591","i52753",222,"s51710",2021-07-18
"52724","c00684","i52642",156,"s51967",2021-07-19
"52725","c00229","i52633",104,"s51968",2021-07-19
"52726","c00550","i52600",408,"s51969",2021-07-19
"52741","c00119","i52732",24,"s52251",2021-07-20
"52742","c00728","i52640",171,"s52252",2021-07-20
"52752","c00675","i52766",0,"s52492",2021-07-21
"52767","c00117","i52644",234,"s52732",2021-07-22
"52774","c00536","i52691",0,"s53002",2021-07-23
"52775","c00644","i52655",180,"s53003",2021-07-23
"52793","c00393","i52671",120,"s53779",2021-07-26
"52815","c00969","i52817",74,"s54873",2021-07-30
"52823","c00686","i52729",261,"s55135",2021-07-31
"52830","c00552","i52833",186,"s55708",2021-08-02
"52831","c00148","i52659",63,"s55709",2021-08-02
"52836","c00142","i52709",64,"s56251",2021-08-04
"52877","c00668","i52923",126,"s50424",2021-07-13
"52900","c00366","i53063",81,"s50691",2021-07-14
"52901","c00694","i52874",351,"s50692",2021-07-14
"52902","c00193","i52921",66,"s50693",2021-07-14
"52925","c00193","i53003",56,"s50951",2021-07-15
"52926","c00156","i53017",192,"s50952",2021-07-15
"52927","c00890","i53051",132,"s50953",2021-07-15
"52955","c00687","i53038",56,"s51206",2021-07-16
"52956","c00500","i53127",66,"s51207",2021-07-16
"52980","c00716","i53138",0,"s51477",2021-07-17
"53030","c00007","i52905",78,"s52272",2021-07-20
"53031","c00647","i53010",148,"s52273",2021-07-20
"53037","c00992","i53134",144,"s52498",2021-07-21
"53038","c00949","i52984",276,"s52499",2021-07-21
"53060","c00470","i52891",0,"s53013",2021-07-23
"53061","c00652","i52869",26,"s53014",2021-07-23
"53068","c00925","i53048",396,"s53279",2021-07-24
"53092","c00795","i53030",196,"s54300",2021-07-28
"53108","c00010","i53082",120,"s55140",2021-07-31
"53111","c00565","i53092",0,"s55416",2021-08-01
"53141","c00571","i53023",156,"s59754",2021-08-17
"53143","c00253","i52932",333,"s64911",2021-09-05
"53156","c00954","i53288",96,"s50704",2021-07-14
"53157","c00622","i53279",81,"s50705",2021-07-14
"53158","c00918","i53316",68,"s50706",2021-07-14
"53183","c00261","i53238",0,"s50978",2021-07-15
"53184","c00374","i53223",112,"s50979",2021-07-15
"53203","c00550","i53345",44,"s51226",2021-07-16
"53227","c00271","i53337",44,"s51501",2021-07-17
"53246","c00102","i53311",162,"s51747",2021-07-18
"53263","c00756","i53403",68,"s51998",2021-07-19
"53294","c00068","i53268",0,"s52516",2021-07-21
"53295","c00511","i53343",162,"s52517",2021-07-21
"53309","c00189","i53415",360,"s52758",2021-07-22
"53341","c00806","i53262",104,"s53553",2021-07-25
"53351","c00867","i53257",70,"s53794",2021-07-26
"53352","c00522","i53418",306,"s53795",2021-07-26
"53353","c00776","i53259",140,"s53796",2021-07-26
"53363","c00591","i53216",216,"s54048",2021-07-27
"53381","c00135","i53368",260,"s54581",2021-07-29
"53407","c00097","i53239",256,"s56259",2021-08-04
"53424","c00357","i53424",0,"s57302",2021-08-08
"53437","c00243","i53314",96,"s59470",2021-08-16
"53441","c00346","i53154",0,"s60579",2021-08-20
"53465","c00745","i53736",180,"s50996",2021-07-15
"53491","c00690","i53737",136,"s51252",2021-07-16
"53531","c00125","i53721",0,"s51768",2021-07-18
"53532","c00694","i53569",186,"s51769",2021-07-18
"53581","c00178","i53718",140,"s52537",2021-07-21
"53582","c00056","i53590",132,"s52538",2021-07-21
"53599","c00652","i53541",102,"s52775",2021-07-22
"53600","c00490","i53716",93,"s52776",2021-07-22
"53618","c00968","i53527",42,"s53042",2021-07-23
"53646","c00221","i53464",112,"s53566",2021-07-25
"53662","c00603","i53450",280,"s54057",2021-07-27
"53708","c00446","i53699",102,"s55720",2021-08-02
"53724","c00973","i53454",144,"s57581",2021-08-09
"53755","c00973","i53867",104,"s51264",2021-07-16
"53798","c00552","i53939",324,"s51789",2021-07-18
"53812","c00447","i53880",0,"s52032",2021-07-19
"53825","c00573","i53876",60,"s52309",2021-07-20
"53838","c00708","i53913",264,"s52551",2021-07-21
"53839","c00978","i53781",0,"s52552",2021-07-21
"53851","c00704","i53843",155,"s52788",2021-07-22
"53866","c00765","i53951",93,"s53056",2021-07-23
"53914","c00731","i53926",204,"s54328",2021-07-28
"53956","c00872","i53981",44,"s56795",2021-08-06
"53963","c00402","i53771",108,"s57309",2021-08-08
"53971","c00255","i53841",104,"s58109",2021-08-11
"53972","c00486","i53805",168,"s58110",2021-08-11
"53980","c00060","i53914",112,"s59205",2021-08-15
"54023","c00445","i54039",315,"s51810",2021-07-18
"54077","c00418","i54170",228,"s52568",2021-07-21
"54118","c00787","i54148",81,"s53079",2021-07-23
"54133","c00638","i54025",222,"s53334",2021-07-24
"54140","c00571","i54196",144,"s53581",2021-07-25
"54163","c00323","i54257",140,"s54081",2021-07-27
"54176","c00638","i54166",36,"s54341",2021-07-28
"54177","c00684","i54152",297,"s54342",2021-07-28
"54200","c00982","i54090",168,"s54905",2021-07-30
"54247","c00703","i54015",720,"s57589",2021-08-09
"54266","c00482","i54259",350,"s61418",2021-08-23
"54287","c00445","i54401",36,"s51826",2021-07-18
"54316","c00536","i54464",112,"s52083",2021-07-19
